row_label_raw,row_label_full,col_0,Năm nay,Ngàn VNDNăm trước,numeric__Năm nay,numeric__Ngàn VNDNăm trước
Giá vốn trái cây đã bán,Giá vốn trái cây đã bán,Giá vốn trái cây đã bán,1.247.147.011,748.210.484,1247147011.0,748210484.0
Giá vốn ót đã bán,Giá vốn ót đã bán,Giá vốn ót đã bán,335.048.650,7.673.011,335048650.0,7673011.0
Giá vốn mũ cao su đã bán,Giá vốn mũ cao su đã bán,Giá vốn mũ cao su đã bán,361.367.131,341.100.975,361367131.0,341100975.0
"Giá vốn hàng hóa, hàng phụ phẩm, phế phẩm","Giá vốn hàng hóa, hàng phụ phẩm, phế phẩm","Giá vốn hàng hóa, hàng phụ phẩm, phế phẩm",18.578.858,108.164.576,18578858.0,108164576.0
Giá vốn bò đã bán,Giá vốn bò đã bán,Giá vốn bò đã bán,138.206.269,691.466.666,138206269.0,691466666.0
Giá vốn tiêu đã bán,Giá vốn tiêu đã bán,Giá vốn tiêu đã bán,34.962.327,16.793.630,34962327.0,16793630.0
Giá vốn căn hộ đã bán,Giá vốn căn hộ đã bán,Giá vốn căn hộ đã bán,27.632.944,55.918.445,27632944.0,55918445.0
Giá vốn dịch vụ đã cung cấp,Giá vốn dịch vụ đã cung cấp,Giá vốn dịch vụ đã cung cấp,24.121.237,16.233.374,24121237.0,16233374.0
Giá vốn của các sản phẩm ngành đường,Giá vốn của các sản phẩm ngành đường,Giá vốn của các sản phẩm ngành đường,-,120.937.447,,120937447.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,2.187.064.427,2.106.498.608,2187064427.0,2106498608.0
