row_label_raw,row_label_full,Ngân hàng,Số cuối năm > Ngàn VND,Nguyên tệ > Ngàn VND,Nguyên tệ > USD,Thời hạn thanh toán,Lãi suất %/năm,Tài sản đảm bảo (TM số 11 và 13),numeric__Số cuối năm > Ngàn VND,numeric__Nguyên tệ > Ngàn VND,numeric__Nguyên tệ > USD,numeric__Thời hạn thanh toán,numeric__Lãi suất %/năm,numeric__Tài sản đảm bảo (TM số 11 và 13)
"Sacombank, Chi nhánh Campuchia","Sacombank, Chi nhánh Campuchia","Sacombank, Chi nhánh Campuchia","Sacombank, Chi nhánh Campuchia","Sacombank, Chi nhánh Campuchia","Sacombank, Chi nhánh Campuchia","Sacombank, Chi nhánh Campuchia","Sacombank, Chi nhánh Campuchia","Sacombank, Chi nhánh Campuchia",,,,,,
Khoản vay ngày 16 tháng 6 năm 2016,"Sacombank, Chi nhánh Campuchia > Khoản vay ngày 16 tháng 6 năm 2016",Khoản vay ngày 16 tháng 6 năm 2016,68.037.915,-,2.857.143,Từ ngày 21 tháng 6 năm 2019 đến ngày 21 tháng 6 năm 2021,"9,00","Quyền sử dụng đất: Dư án blà đồ 1 tại Xã Talao, Huyện Ouchum, Tĩnh Ratanakiri, Campuchia; Dư án số 2 tại Xã Nhang, Huyện Andong Meas, Tĩnh Ratanakiri, Campuchia, thuộc sở hữu của Cao su Eastern.",68037915.0,,2857143.0,,9.0,
Khoản vay ngày 20 tháng 7 năm 2017,"Sacombank, Chi nhánh Campuchia > Khoản vay ngày 20 tháng 7 năm 2017",Khoản vay ngày 20 tháng 7 năm 2017,23.240.000,-,1.000.000,Từ ngày 24 tháng 1 năm 2019 đến 24 tháng 7 năm 2022,"9,00","Quyền sử dụng tổ nhượng đất kinh tế 728,24 ha; Lô đất tại Thôn Sre Thmay Xã Khsum, Huyện Snol, Tĩnh Kro Ches, Campuchia, thuộc sở hữu của Cao su Eastern.",23240000.0,,1000000.0,,9.0,
TỔNG CỘNG,"Sacombank, Chi nhánh Campuchia > TỔNG CỘNG",TỔNG CỘNG,1.004.832.520,,,,,,1004832520.0,,,,,
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,,,,,
Vay dài hạn,Trong đó: > Vay dài hạn,Vay dài hạn,971.807.355,,,,,,971807355.0,,,,,
Vay dài hạn đến hạn trả,Trong đó: > Vay dài hạn đến hạn trả,Vay dài hạn đến hạn trả,33.025.165,,,,,,33025165.0,,,,,
