row_label_raw,row_label_full,col_0,Số cuối năm,Ngàn VND Số đầu năm,numeric__Số cuối năm,numeric__Ngàn VND Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
Vay ngắn hạn trái phiếu (TM số 23.1),Ngắn hạn > Vay ngắn hạn trái phiếu (TM số 23.1),Vay ngắn hạn trái phiếu (TM số 23.1),2.153.212.703,-,2153212703.0,
Vay ngắn hạn từ bên liên quan (TM số 23.4 và 33),Ngắn hạn > Vay ngắn hạn từ bên liên quan (TM số 23.4 và 33),Vay ngắn hạn từ bên liên quan (TM số 23.4 và 33),1.729.600.000,19.914.300,1729600000.0,19914300.0
Vay dài hạn ngân hàng đến hạn trả (TM số 23.5),Ngắn hạn > Vay dài hạn ngân hàng đến hạn trả (TM số 23.5),Vay dài hạn ngân hàng đến hạn trả (TM số 23.5),762.209.407,99.041.730,762209407.0,99041730.0
Vay ngắn hạn ngân hàng (TM số 23.2),Ngắn hạn > Vay ngắn hạn ngân hàng (TM số 23.2),Vay ngắn hạn ngân hàng (TM số 23.2),683.258.273,681.528.062,683258273.0,681528062.0
Vay dài hạn trái phiếu đến hạn trả (TM số 23.6),Ngắn hạn > Vay dài hạn trái phiếu đến hạn trả (TM số 23.6),Vay dài hạn trái phiếu đến hạn trả (TM số 23.6),484.897.156,86.717.200,484897156.0,86717200.0
Vay ngắn hạn từ công ty và cá nhân (TM số 23.3),Ngắn hạn > Vay ngắn hạn từ công ty và cá nhân (TM số 23.3),Vay ngắn hạn từ công ty và cá nhân (TM số 23.3),60.729.000,61.357.300,60729000.0,61357300.0
Vay dài hạn từ cá nhân đến hạn trả (TM số 23.8),Ngắn hạn > Vay dài hạn từ cá nhân đến hạn trả (TM số 23.8),Vay dài hạn từ cá nhân đến hạn trả (TM số 23.8),5.000.000,-,5000000.0,
Vay dài hạn bên liên quan đến hạn trả (TM số 23.7 và 33),Ngắn hạn > Vay dài hạn bên liên quan đến hạn trả (TM số 23.7 và 33),Vay dài hạn bên liên quan đến hạn trả (TM số 23.7 và 33),-,776.500.000,,776500000.0
,,,5.878.906.539,1.725.058.592,5878906539.0,1725058592.0
Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,
Vay dài hạn ngân hàng (TM số 23.5),Dài hạn > Vay dài hạn ngân hàng (TM số 23.5),Vay dài hạn ngân hàng (TM số 23.5),4.318.640.315,5.376.165.420,4318640315.0,5376165420.0
Vay dài hạn bên liên quan (TM số 23.7 và 33),Dài hạn > Vay dài hạn bên liên quan (TM số 23.7 và 33),Vay dài hạn bên liên quan (TM số 23.7 và 33),3.679.224.833,5.024.597.558,3679224833.0,5024597558.0
Vay dài hạn trái phiếu (TM số 23.6),Dài hạn > Vay dài hạn trái phiếu (TM số 23.6),Vay dài hạn trái phiếu (TM số 23.6),1.553.227.582,2.030.418.477,1553227582.0,2030418477.0
Vay dài hạn từ cá nhân (TM số 23.8),Dài hạn > Vay dài hạn từ cá nhân (TM số 23.8),Vay dài hạn từ cá nhân (TM số 23.8),-,5.000.000,,5000000.0
,,,9.551.092.730,12.436.181.455,9551092730.0,12436181455.0
TỔNG CỘNG,Dài hạn > TỔNG CỘNG,TỔNG CỘNG,15.429.999.269,14.161.240.047,15429999269.0,14161240047.0
