row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Nội dung nghiệp vụ,Số cuối năm,Ngàn VND Số đầu năm,numeric__Mối quan hệ,numeric__Nội dung nghiệp vụ,numeric__Số cuối năm,numeric__Ngàn VND Số đầu năm
Phải thu ngắn hạn của khách hàng (TM số 6),Phải thu ngắn hạn của khách hàng (TM số 6),Phải thu ngắn hạn của khách hàng (TM số 6),Phải thu ngắn hạn của khách hàng (TM số 6),Phải thu ngắn hạn của khách hàng (TM số 6),Phải thu ngắn hạn của khách hàng (TM số 6),Phải thu ngắn hạn của khách hàng (TM số 6),,,,
Công ty TNHH Dịch vụ Nông nghiệp Tây Nguyên,Phải thu ngắn hạn của khách hàng (TM số 6) > Công ty TNHH Dịch vụ Nông nghiệp Tây Nguyên,Công ty TNHH Dịch vụ Nông nghiệp Tây Nguyên,Công ty liên quan,Bán trái cây,70.606.752,39.609.909,,,70606752.0,39609909.0
Công ty Cổ phần Nông Lâm nghiệp Cánh Đồng Vàng,Phải thu ngắn hạn của khách hàng (TM số 6) > Công ty Cổ phần Nông Lâm nghiệp Cánh Đồng Vàng,Công ty Cổ phần Nông Lâm nghiệp Cánh Đồng Vàng,Công ty liên quan,Bán trái cây,30.370.320,,,,30370320.0,
Công ty Cổ phần Gỗ Hoàng Anh Gia Lai,Phải thu ngắn hạn của khách hàng (TM số 6) > Công ty Cổ phần Gỗ Hoàng Anh Gia Lai,Công ty Cổ phần Gỗ Hoàng Anh Gia Lai,Công ty liên quan,Bán hàng hóa,4.854.442,-,,,4854442.0,
Công ty TNHH MTV Phát triển Nông nghiệp Đại Thắng,Phải thu ngắn hạn của khách hàng (TM số 6) > Công ty TNHH MTV Phát triển Nông nghiệp Đại Thắng,Công ty TNHH MTV Phát triển Nông nghiệp Đại Thắng,Công ty trong cùng Tập đoàn,Bán hàng hóa,240.957,11.323.460,,,240957.0,11323460.0
Công ty Cổ phần Hoàng Anh Gia Lai,Phải thu ngắn hạn của khách hàng (TM số 6) > Công ty Cổ phần Hoàng Anh Gia Lai,Công ty Cổ phần Hoàng Anh Gia Lai,Công ty mẹ,Bán hàng hóa,1.803,142.130.700,,,1803.0,142130700.0
Công ty Cổ phần Chăn nuôi Gia Lai,Phải thu ngắn hạn của khách hàng (TM số 6) > Công ty Cổ phần Chăn nuôi Gia Lai,Công ty Cổ phần Chăn nuôi Gia Lai,Công ty liên quan (đến ngày 20 tháng 3 năm 2018),Bán hàng hóa,-,432.326.587,,,,432326587.0
Công ty Cổ phần Thực phẩm Heygo,Phải thu ngắn hạn của khách hàng (TM số 6) > Công ty Cổ phần Thực phẩm Heygo,Công ty Cổ phần Thực phẩm Heygo,Công ty liên quan (đến ngày 31 tháng 1 năm 2018),Bán trái cây,-,4.653.973,,,,4653973.0
Khác,Phải thu ngắn hạn của khách hàng (TM số 6) > Khác,Khác,Bên liên quan,Bán hàng hóa,189.131,5.846.736,,,189131.0,5846736.0
,,,,,106.263.405,635.891.365,,,106263405.0,635891365.0
Trả trước cho người bán ngắn hạn (TM số 7),Trả trước cho người bán ngắn hạn (TM số 7),Trả trước cho người bán ngắn hạn (TM số 7),Trả trước cho người bán ngắn hạn (TM số 7),Trả trước cho người bán ngắn hạn (TM số 7),Trả trước cho người bán ngắn hạn (TM số 7),Trả trước cho người bán ngắn hạn (TM số 7),,,,
Công ty TNHH MTV Phát triển Nông nghiệp Đại Thắng,Trả trước cho người bán ngắn hạn (TM số 7) > Công ty TNHH MTV Phát triển Nông nghiệp Đại Thắng,Công ty TNHH MTV Phát triển Nông nghiệp Đại Thắng,Công ty trong cùng Tập đoàn,Mua hàng hóa,32.006.466,-,,,32006466.0,
Công ty TNHH Dịch vụ Nông nghiệp Tây Nguyên,Trả trước cho người bán ngắn hạn (TM số 7) > Công ty TNHH Dịch vụ Nông nghiệp Tây Nguyên,Công ty TNHH Dịch vụ Nông nghiệp Tây Nguyên,Công ty liên quan,Tạm ứng mua hàng hóa,3.850.000,-,,,3850000.0,
Công ty Cổ phần Hoàng Anh Gia Lai,Trả trước cho người bán ngắn hạn (TM số 7) > Công ty Cổ phần Hoàng Anh Gia Lai,Công ty Cổ phần Hoàng Anh Gia Lai,Công ty mẹ,Tạm ứng mua nguyên vật liệu,2.612.803,219.936.349,,,2612803.0,219936349.0
Công ty Cổ phần Chăn nuôi Gia Lai,Trả trước cho người bán ngắn hạn (TM số 7) > Công ty Cổ phần Chăn nuôi Gia Lai,Công ty Cổ phần Chăn nuôi Gia Lai,Công ty liên quan (đến ngày 20 tháng 3 năm 2018),Tạm ứng mua hàng hóa,-,397.012.295,,,,397012295.0
Các công ty liên quan khác,Trả trước cho người bán ngắn hạn (TM số 7) > Các công ty liên quan khác,Các công ty liên quan khác,Công ty liên quan,Tạm ứng mua hàng hóa và xây dựng công trình,-,15.783.909,,,,15783909.0
,,,,,38.469.269,632.732.553,,,38469269.0,632732553.0
