row_label_raw,row_label_full,Ngân hàng,Số cuối năm > Ngàn VND,Nguyên tệ > USD,Thời hạn thanh toán,Lãi suất > %/năm,Tài sản đảm bảo (TM số 11 và 13),numeric__Số cuối năm > Ngàn VND,numeric__Nguyên tệ > USD,numeric__Thời hạn thanh toán,numeric__Lãi suất > %/năm,numeric__Tài sản đảm bảo (TM số 11 và 13)
"TPbank, Chi nhánh Hà Nội","TPbank, Chi nhánh Hà Nội","TPbank, Chi nhánh Hà Nội","TPbank, Chi nhánh Hà Nội","TPbank, Chi nhánh Hà Nội","TPbank, Chi nhánh Hà Nội","TPbank, Chi nhánh Hà Nội","TPbank, Chi nhánh Hà Nội",,,,,
Khoản vay ngày 21 tháng 4 năm 2017,"TPbank, Chi nhánh Hà Nội > Khoản vay ngày 21 tháng 4 năm 2017",Khoản vay ngày 21 tháng 4 năm 2017,599.911.828,- Từ ngày 17 tháng 1 năm 2019 đến ngày 21 tháng 9 năm 2019,"Lãi suất năm đầu tiên 10,00%, sau đó thay đổi hàng quý bằng lãi suất cơ sở năm hạn 3 tháng của TPbank cộng biên độ 3,20 %/năm (2018: 10,20 - 10,50)","Tài sản của Cao su Eastern đã, đang và sẽ hình thành trên đất theo giấy chuyển nhượng quyền sở hữu đất tổ nhượng kinh tế tại Campuchia số Kor Ror 0185, diện tích 925 ha; 453,7 ha đất trồng trái cây tại Bản Huội Kong, Huyện Paksong, Tĩnh Champasak, Lào thuộc sở hữu của Công ty TNHH MTV Phát triển Nông nghiệp Đại Thắng; 32.829.686 cổ phiếu HNG do HAG sở hữu.","Tài sản của Cao su Eastern đã, đang và sẽ hình thành trên đất theo giấy chuyển nhượng quyền sở hữu đất tổ nhượng kinh tế tại Campuchia số Kor Ror 0185, diện tích 925 ha; 453,7 ha đất trồng trái cây tại Bản Huội Kong, Huyện Paksong, Tĩnh Champasak, Lào thuộc sở hữu của Công ty TNHH MTV Phát triển Nông nghiệp Đại Thắng; 32.829.686 cổ phiếu HNG do HAG sở hữu.",599911828.0,,,,
"Sacombank, Chi nhánh Campuchia","Sacombank, Chi nhánh Campuchia","Sacombank, Chi nhánh Campuchia","Sacombank, Chi nhánh Campuchia","Sacombank, Chi nhánh Campuchia","Sacombank, Chi nhánh Campuchia","Sacombank, Chi nhánh Campuchia","Sacombank, Chi nhánh Campuchia",,,,,
Khoản vay ngày 20 tháng 6 năm 2017,"Sacombank, Chi nhánh Campuchia > Khoản vay ngày 20 tháng 6 năm 2017",Khoản vay ngày 20 tháng 6 năm 2017,83.346.445,3.500.000,Ngày 10 tháng 4 năm 2019,"9,00","1.123 ha đất tổ nhượng và vườn cao su có địa chỉ tại Thôn Sre Thmay, Xã Khsum, Huyện Snol, Tĩnh Kro Ches, Campuchia có giấy chứng nhận số Kor Ror 0193 ký ngày 16 tháng 8 năm 2016, thuộc sở hữu của Cao su Eastern.",83346445.0,3500000.0,,9.0,
