row_label_raw,row_label_full,Bên cho vay,Số cuối nămNgàn VND,Thời hạn thanh toán,Lãi suất%/năm,Mục đíchvay,Tài sảnđảm bảo,numeric__Số cuối nămNgàn VND,numeric__Thời hạn thanh toán,numeric__Lãi suất%/năm,numeric__Mục đíchvay,numeric__Tài sảnđảm bảo
Bà Trần Thị Hữu Duyên,Bà Trần Thị Hữu Duyên,Bà Trần Thị Hữu Duyên,Bà Trần Thị Hữu Duyên,Bà Trần Thị Hữu Duyên,Bà Trần Thị Hữu Duyên,Bà Trần Thị Hữu Duyên,Bà Trần Thị Hữu Duyên,,,,,
Khoản vay số 1,Bà Trần Thị Hữu Duyên > Khoản vay số 1,Khoản vay số 1,24.581.000,Ngày 27 tháng 8năm 2019,"7,00",Tài trợ vốnlưu động,Tín chấp,24581000.0,,7.0,,
Khoản vay số 2,Bà Trần Thị Hữu Duyên > Khoản vay số 2,Khoản vay số 2,8.948.000,Ngày 30 tháng 1năm 2019,"10,00",Tài trợ vốnlưu động,Tín chấp,8948000.0,,10.0,,
Công ty Cổ phần CảnhHưng Hải Thành (*),Bà Trần Thị Hữu Duyên > Công ty Cổ phần CảnhHưng Hải Thành (*),Công ty Cổ phần CảnhHưng Hải Thành (*),18.000.000,Ngày 27 tháng10 năm 2017,"9,00",Tài trợ vốnlưu động,Tín chấp,18000000.0,,9.0,,
Ông Vũ Duy Khương,Bà Trần Thị Hữu Duyên > Ông Vũ Duy Khương,Ông Vũ Duy Khương,9.200.000,Ngày 24 tháng 8năm 2019,"10,00",Tài trợ vốnlưu động,Tín chấp,9200000.0,,10.0,,
TỔNG CỘNG,Bà Trần Thị Hữu Duyên > TỔNG CỘNG,TỔNG CỘNG,60.729.000,,,,,60729000.0,,,,
