row_label_raw,row_label_full,col_0,Số cuối năm,Ngàn VND Số đầu năm,numeric__Số cuối năm,numeric__Ngàn VND Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
Chi phí hoạt động,Ngắn hạn > Chi phí hoạt động,Chi phí hoạt động,948.904.093,705.108.055,948904093.0,705108055.0
Chi phí lãi vay,Ngắn hạn > Chi phí lãi vay,Chi phí lãi vay,577.022.877,545.998.151,577022877.0,545998151.0
Chi phí khác,Ngắn hạn > Chi phí khác,Chi phí khác,22.110.000,22.000.000,22110000.0,22000000.0
,,,1.548.036.970,1.273.106.206,1548036970.0,1273106206.0
Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,
Chi phí lãi vay,Dài hạn > Chi phí lãi vay,Chi phí lãi vay,759.275.084,1.589.659.464,759275084.0,1589659464.0
TỔNG CỘNG,Dài hạn > TỔNG CỘNG,TỔNG CỘNG,2.307.312.054,2.862.765.670,2307312054.0,2862765670.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Phải trả các bên thứ ba,Trong đó: > Phải trả các bên thứ ba,Phải trả các bên thứ ba,2.114.464.712,1.656.593.329,2114464712.0,1656593329.0
Phải trả các bên liên quan (TM số 33),Phải trả các bên liên quan (TM số 33),Phải trả các bên liên quan (TM số 33),,,,
- Ngắn hạn,Phải trả các bên liên quan (TM số 33) > - Ngắn hạn,- Ngắn hạn,83.882.304,312.598.223,83882304.0,312598223.0
- Dài hạn,Phải trả các bên liên quan (TM số 33) > - Dài hạn,- Dài hạn,108.965.038,893.574.118,108965038.0,893574118.0
