row_label_raw,row_label_full,"Ngân hàng Thương mại Cổ phần Đầu tư và Phát triển Việt Nam (""BIDV"")",Số cuối năm > 1.888.233.421,Số đầu năm > 2.295.153.685,"Ngân VNDMục đích vay > Tài trợ dự án cao su, cọ đầu và bổ sung vốn lưu động",numeric__Số cuối năm > 1.888.233.421,numeric__Số đầu năm > 2.295.153.685,"numeric__Ngân VNDMục đích vay > Tài trợ dự án cao su, cọ đầu và bổ sung vốn lưu động"
"Ngân hàng Thương mại Cổ phần Phát triển Thành phố Hồ Chí Minh (""HD Bank"")","Ngân hàng Thương mại Cổ phần Phát triển Thành phố Hồ Chí Minh (""HD Bank"")","Ngân hàng Thương mại Cổ phần Phát triển Thành phố Hồ Chí Minh (""HD Bank"")",1.034.341.177,1.101.803.662,"Tài trợ dự án cao su, cọ đầu, cây ăn trái và bổ sung vốn lưu động",1034341177.0,1101803662.0,
"Ngân hàng Thương mại Cổ phần Sài Gòn Thương Tín (""Sacombank"")","Ngân hàng Thương mại Cổ phần Sài Gòn Thương Tín (""Sacombank"")","Ngân hàng Thương mại Cổ phần Sài Gòn Thương Tín (""Sacombank"")",1.004.832.520,1.028.561.205,"Tài trợ dự án cao su, cọ đầu và bổ sung vốn lưu động",1004832520.0,1028561205.0,
"Ngân hàng Liên doanh Lào Việt (""Laos - Viet Bank"")","Ngân hàng Liên doanh Lào Việt (""Laos - Viet Bank"")","Ngân hàng Liên doanh Lào Việt (""Laos - Viet Bank"")",903.442.604,1.049.688.598,"Tài trợ dự án cao su, cọ đầu, nuôi bò",903442604.0,1049688598.0,
"Ngân hàng Thương mại Cổ phần Tiên Phong (""TPbank"")","Ngân hàng Thương mại Cổ phần Tiên Phong (""TPbank"")","Ngân hàng Thương mại Cổ phần Tiên Phong (""TPbank"")",250.000.000,-,"Tài trợ dự án cao su, cây ăn trái",250000000.0,,
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,5.080.849.722,5.475.207.150,,5080849722.0,5475207150.0,
Trong đó:Vay dài hạnVay dài hạn ngân hàng đến hạn trả,Trong đó:Vay dài hạnVay dài hạn ngân hàng đến hạn trả,Trong đó:Vay dài hạnVay dài hạn ngân hàng đến hạn trả,4.318.640.315,5.376.165.420,,4318640315.0,5376165420.0,
Trong đó:Vay dài hạnVay dài hạn ngân hàng đến hạn trả,Trong đó:Vay dài hạnVay dài hạn ngân hàng đến hạn trả,Trong đó:Vay dài hạnVay dài hạn ngân hàng đến hạn trả,762.209.407,99.041.730,,762209407.0,99041730.0,
