row_label_raw,row_label_full,col_0,Số cuối năm,Ngàn VND Số đầu năm,numeric__Số cuối năm,numeric__Ngàn VND Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
Chi phí phát triển vườn ót,Ngắn hạn > Chi phí phát triển vườn ót,Chi phí phát triển vườn ót,12.548.563,24.650.486,12548563.0,24650486.0
"Công cụ, dụng cụ","Ngắn hạn > Công cụ, dụng cụ","Công cụ, dụng cụ",1.637.637,2.678.440,1637637.0,2678440.0
Chi phí khác,Ngắn hạn > Chi phí khác,Chi phí khác,6.751.410,1.131.556,6751410.0,1131556.0
,,,20.937.610,28.460.482,20937610.0,28460482.0
Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,
Chi phí phát triển vườn chuối,Dài hạn > Chi phí phát triển vườn chuối,Chi phí phát triển vườn chuối,787.655.406,312.203.799,787655406.0,312203799.0
Tiền thuê đất,Dài hạn > Tiền thuê đất,Tiền thuê đất,65.526.788,67.902.411,65526788.0,67902411.0
Chi phí khai hoang,Dài hạn > Chi phí khai hoang,Chi phí khai hoang,52.379.067,119.745.845,52379067.0,119745845.0
"Công cụ, dụng cụ","Dài hạn > Công cụ, dụng cụ","Công cụ, dụng cụ",18.622.267,11.690.885,18622267.0,11690885.0
Chi phí thuê văn phòng,Dài hạn > Chi phí thuê văn phòng,Chi phí thuê văn phòng,5.333.584,5.303.877,5333584.0,5303877.0
Chi phí phát triển vườn chanh dây,Dài hạn > Chi phí phát triển vườn chanh dây,Chi phí phát triển vườn chanh dây,-,26.091.334,,26091334.0
Chi phí khác,Dài hạn > Chi phí khác,Chi phí khác,12.494.163,9.582.009,12494163.0,9582009.0
,,,942.011.275,552.520.160,942011275.0,552520160.0
TỔNG CỘNG,Dài hạn > TỔNG CỘNG,TỔNG CỘNG,962.948.885,580.980.642,962948885.0,580980642.0
