row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Nội dung nghiệp vụ,Ngàn VND > Năm nay,Ngàn VND > Năm trước,numeric__Mối quan hệ,numeric__Nội dung nghiệp vụ,numeric__Ngàn VND > Năm nay,numeric__Ngàn VND > Năm trước
Công ty Cổ phần Hoàng Anh Gia Lai,Công ty Cổ phần Hoàng Anh Gia Lai,Công ty Cổ phần Hoàng Anh Gia Lai,Công ty mẹ,"Vay và mượn Mua hàng hóa, dịch vụ và nguyên vật liệu",1.566.296.280,93.800.000,,,1566296280.0,93800000.0
Công ty Cổ phần Hoàng Anh Gia Lai,Công ty Cổ phần Hoàng Anh Gia Lai,Công ty Cổ phần Hoàng Anh Gia Lai,Công ty mẹ,Chi phí lãi vay,101.513.023,400.635.181,,,101513023.0,400635181.0
Công ty Cổ phần Hoàng Anh Gia Lai,Công ty Cổ phần Hoàng Anh Gia Lai,Công ty Cổ phần Hoàng Anh Gia Lai,Công ty mẹ,Lãi từ cho vay,366.866.926,535.817.953,,,366866926.0,535817953.0
Công ty Cổ phần Hoàng Anh Gia Lai,Công ty Cổ phần Hoàng Anh Gia Lai,Công ty Cổ phần Hoàng Anh Gia Lai,Công ty mẹ,Cho vay,8.807.785,11.386.457,,,8807785.0,11386457.0
Công ty Cổ phần Hoàng Anh Gia Lai,Công ty Cổ phần Hoàng Anh Gia Lai,Công ty Cổ phần Hoàng Anh Gia Lai,Công ty mẹ,,3.814.000,52.530.000,,,3814000.0,52530000.0
Công ty TNHH Dịch vụ Nông nghiệp Tây Nguyên,Công ty TNHH Dịch vụ Nông nghiệp Tây Nguyên,Công ty TNHH Dịch vụ Nông nghiệp Tây Nguyên,Công ty liên quan,Bán trái cây,526.802.033,61.067.210,,,526802033.0,61067210.0
Công ty TNHH MTV Phát triển Nông nghiệp Đại Thắng,Công ty TNHH MTV Phát triển Nông nghiệp Đại Thắng,Công ty TNHH MTV Phát triển Nông nghiệp Đại Thắng,Công ty trong cùng Tập đoàn,Cho mượn tiền và vật tư,202.086.065,328.530.951,,,202086065.0,328530951.0
Công ty TNHH MTV Phát triển Nông nghiệp Đại Thắng,Công ty TNHH MTV Phát triển Nông nghiệp Đại Thắng,Công ty TNHH MTV Phát triển Nông nghiệp Đại Thắng,Công ty trong cùng Tập đoàn,Vay và mượn Mua hàng hóa và dịch vụ,84.325.835,-,,,84325835.0,
Công ty TNHH MTV Phát triển Nông nghiệp Đại Thắng,Công ty TNHH MTV Phát triển Nông nghiệp Đại Thắng,Công ty TNHH MTV Phát triển Nông nghiệp Đại Thắng,Công ty trong cùng Tập đoàn,Bán hàng hóa và cung cấp dịch vụ,54.047.157,161.930.104,,,54047157.0,161930104.0
Công ty TNHH MTV Phát triển Nông nghiệp Đại Thắng,Công ty TNHH MTV Phát triển Nông nghiệp Đại Thắng,Công ty TNHH MTV Phát triển Nông nghiệp Đại Thắng,Công ty trong cùng Tập đoàn,,32.228.890,76.011.925,,,32228890.0,76011925.0
Công ty Cổ phần Chăn nuôi Gia Lai,Công ty Cổ phần Chăn nuôi Gia Lai,Công ty Cổ phần Chăn nuôi Gia Lai,Công ty liên quan (đến ngày 20 tháng 3 năm 2018),Mua hàng hóa,73.686.063,128.070.165,,,73686063.0,128070165.0
