row_label_raw,row_label_full,Ngân hàng,Số cuối năm > Ngàn VND,Nguyên tệ > Ngàn VND,Nguyên tệ > USD,Thời hạn thanh toán,Lãi suất %/năm,Tài sản đảm bảo (TM số 11 và 13),numeric__Số cuối năm > Ngàn VND,numeric__Nguyên tệ > Ngàn VND,numeric__Nguyên tệ > USD,numeric__Thời hạn thanh toán,numeric__Lãi suất %/năm,numeric__Tài sản đảm bảo (TM số 11 và 13)
"Sacombank, Chi nhánh Thủ Đức","Sacombank, Chi nhánh Thủ Đức","Sacombank, Chi nhánh Thủ Đức","Sacombank, Chi nhánh Thủ Đức","Sacombank, Chi nhánh Thủ Đức","Sacombank, Chi nhánh Thủ Đức","Sacombank, Chi nhánh Thủ Đức","Sacombank, Chi nhánh Thủ Đức","Sacombank, Chi nhánh Thủ Đức",,,,,,
Khoản vay ngày 29 tháng 11 năm 2013 (*),"Sacombank, Chi nhánh Thủ Đức > Khoản vay ngày 29 tháng 11 năm 2013 (*)",Khoản vay ngày 29 tháng 11 năm 2013 (*),250.000.000,250.000.000,- Từ ngày 25 tháng 12 năm 2021 đến ngày 6 tháng 12 năm 2026,,"9,60","Quyền sử dụng đất 1.328,1 ha cao su và tài sản gắn liền trên đất tại Huyện Chư Prông, Tĩnh Gia Lai, Việt Nam; quyền sử dụng đất 479,2 ha tại Xã EaH'leo, Huyện EaH'leo giá trị 95,84 tỷ VND thuộc sở hữu của Hoàng Anh Đắk Lắk; và 683,33 ha tại Xã EaH'leo, Huyện EaH'leo, Tĩnh Đắk Lắk, Việt Nam thuộc sở hữu của Công ty Cổ phần Cao su Ban Mê.",250000000.0,250000000.0,,,9.6,
Khoản vay ngày 11 tháng 10 năm 2016,"Sacombank, Chi nhánh Thủ Đức > Khoản vay ngày 11 tháng 10 năm 2016",Khoản vay ngày 11 tháng 10 năm 2016,85.000.000,85.000.000,- Từ ngày 25 tháng 4 năm 2020 đến ngày 11 tháng 10 năm 2021,"9,50 cho năm đầu tiên và các năm tiếp theo bằng lãi suất tiền gửi tiết kiệm 13 tháng trả sau của Sacombank + 2,50 (2018: 9,50)",,"Quyền sử dụng 1.328 ha cao su và tài sản gắn liền trên đất tại Xã la Púch, Huyện Chư Prông, Tĩnh Gia Lai, Việt Nam thuộc sở hữu của Cao su Trung Nguyên.",85000000.0,85000000.0,,,,
Khoản vay ngày 18 tháng 7 năm 2017,"Sacombank, Chi nhánh Thủ Đức > Khoản vay ngày 18 tháng 7 năm 2017",Khoản vay ngày 18 tháng 7 năm 2017,16.100.000,16.100.000,- Từ ngày 20 tháng 1 năm 2020 đến ngày 20 tháng 7 năm 2022,"9,50 cho năm đầu tiên, các năm tiếp theo sẽ được thông báo bởi ngân hàng",,"Toàn bộ vườn cây cao su, công trình gắn liền với đất, quyền khai thác và các tài sản khác với diện tích 1.328,1 ha thuộc sở hữu của Cao su Trung Nguyên.",16100000.0,16100000.0,,,,
