row_label_raw,row_label_full,col_0,31/12/2020 > Giá trịVND,31/12/2020 > Dự phòngVND,01/01/2020 > Giá trịVND,01/01/2020 > Dự phòngVND,numeric__31/12/2020 > Giá trịVND,numeric__31/12/2020 > Dự phòngVND,numeric__01/01/2020 > Giá trịVND,numeric__01/01/2020 > Dự phòngVND
a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,,,,
- Công ty Cổ phần Đầu Tư và PhátTriển Tân Thành (1),a) Ngắn hạn > - Công ty Cổ phần Đầu Tư và PhátTriển Tân Thành (1),- Công ty Cổ phần Đầu Tư và PhátTriển Tân Thành (1),61.000.000.000,-,30.000.000.000,-,61000000000.0,,30000000000.0,
- Công ty TNHH YCH-PROTRADE (2),a) Ngắn hạn > - Công ty TNHH YCH-PROTRADE (2),- Công ty TNHH YCH-PROTRADE (2),8.261.484.859,-,8.297.388.748,-,8261484859.0,,8297388748.0,
- Công ty Điện lực Bình Dương (3),a) Ngắn hạn > - Công ty Điện lực Bình Dương (3),- Công ty Điện lực Bình Dương (3),1.378.851.396,-,5.570.261.899,-,1378851396.0,,5570261899.0,
- Công ty Cổ phần Hưng Vượng (4),a) Ngắn hạn > - Công ty Cổ phần Hưng Vượng (4),- Công ty Cổ phần Hưng Vượng (4),170.000.000.000,-,-,-,170000000000.0,,,
,,,240.640.336.255,-,43.867.650.647,-,240640336255.0,,43867650647.0,
b) Dài hạn,b) Dài hạn,b) Dài hạn,b) Dài hạn,b) Dài hạn,b) Dài hạn,b) Dài hạn,,,,
- Công ty Cổ phần Đầu Tư và PhátTriển Tân Thành (5),b) Dài hạn > - Công ty Cổ phần Đầu Tư và PhátTriển Tân Thành (5),- Công ty Cổ phần Đầu Tư và PhátTriển Tân Thành (5),107.347.102.061,-,107.347.102.061,-,107347102061.0,,107347102061.0,
- Công ty Cổ phần Du lịch D&M (6),b) Dài hạn > - Công ty Cổ phần Du lịch D&M (6),- Công ty Cổ phần Du lịch D&M (6),9.896.049.652,-,9.896.049.652,-,9896049652.0,,9896049652.0,
,,,117.243.151.713,-,117.243.151.713,-,117243151713.0,,117243151713.0,
c) Trong đó: Phải thu về cho vaylà các bên liên quan,b) Dài hạn > c) Trong đó: Phải thu về cho vaylà các bên liên quan,c) Trong đó: Phải thu về cho vaylà các bên liên quan,346.608.586.920,-,145.644.490.809,-,346608586920.0,,145644490809.0,
