row_label_raw,row_label_full,col_0,Mối quan hệ,Năm 2020,Năm 2019,numeric__Mối quan hệ,numeric__Năm 2020,numeric__Năm 2019
,,,Mối quan hệ,VND,VND,,,
Thu nhập,Thu nhập,Thu nhập,Thu nhập,Thu nhập,Thu nhập,,,
Ông Hà Văn Thuận,Thu nhập > Ông Hà Văn Thuận,Ông Hà Văn Thuận,Chủ tịch HĐQT,100.780.157,-,,100780157.0,
Ông Nguyễn An Định,Thu nhập > Ông Nguyễn An Định,Ông Nguyễn An Định,Thành viên HĐQT Tổng Giám đốc,880.177.323,62.553.543,,880177323.0,62553543.0
Ông Trần Hồng Khôi,Thu nhập > Ông Trần Hồng Khôi,Ông Trần Hồng Khôi,Thành viên HĐQT,67.186.772,-,,67186772.0,
Ông Võ Hồng Cường,Thu nhập > Ông Võ Hồng Cường,Ông Võ Hồng Cường,Thành viên HĐQT,115.177.323,107.234.646,,115177323.0,107234646.0
Ông Trần Việt Anh,Thu nhập > Ông Trần Việt Anh,Ông Trần Việt Anh,Thành viên HĐQT,115.177.323,62.553.543,,115177323.0,62553543.0
Ông Nguyễn Văn Thiên,Thu nhập > Ông Nguyễn Văn Thiên,Ông Nguyễn Văn Thiên,Thành viên HĐQT,115.177.323,107.234.646,,115177323.0,107234646.0
Ông Mai Hữu Tín,Thu nhập > Ông Mai Hữu Tín,Ông Mai Hữu Tín,Thành viên HĐQT,115.177.323,107.234.646,,115177323.0,107234646.0
Ông Lê Trọng Nghĩa,Thu nhập > Ông Lê Trọng Nghĩa,Ông Lê Trọng Nghĩa,Thành viên HĐQT,115.177.323,107.234.646,,115177323.0,107234646.0
Ông Nguyễn Văn Minh,Thu nhập > Ông Nguyễn Văn Minh,Ông Nguyễn Văn Minh,(*),71.985.827,160.851.969,,71985827.0,160851969.0
Ông Lý Thanh Châu,Thu nhập > Ông Lý Thanh Châu,Ông Lý Thanh Châu,(*),955.177.323,737.234.646,,955177323.0,737234646.0
Ông Trần Nguyên Vũ,Thu nhập > Ông Trần Nguyên Vũ,Ông Trần Nguyên Vũ,(*),342.536.006,1.187.234.646,,342536006.0,1187234646.0
Ông Huỳnh Thanh Hải,Thu nhập > Ông Huỳnh Thanh Hải,Ông Huỳnh Thanh Hải,(*),-,44.681.102,,,44681102.0
Ông Đình Công Hoàng,Thu nhập > Ông Đình Công Hoàng,Ông Đình Công Hoàng,(*),-,44.681.102,,,44681102.0
