row_label_raw,row_label_full,col_0,col_1,31/12/2020,01/01/2020,numeric__col_1,numeric__31/12/2020,numeric__01/01/2020
,,,,VND,VND,,,
a),a),a),Ngắn hạn,,,,,
,,,- Công cụ dụng cụ chờ phân bổ,1.906.323.525,334.869.978,,1906323525.0,334869978.0
,,,- Chỉ phí sửa chữa,108.619.691,503.036.358,,108619691.0,503036358.0
,,,- Phí bảo hiểm,399.880.824,339.979.756,,399880824.0,339979756.0
,,,- Phí hoa hồng môi giới,1.207.366.439,727.932.971,,1207366439.0,727932971.0
,,,- Chỉ phí trả trước ngắn hạn khác,762.651.043,522.288.000,,762651043.0,522288000.0
,,,,4.384.841.522,2.428.107.063,,4384841522.0,2428107063.0
b),b),b),Dài hạn,,,,,
,,,- Công cụ dụng cụ đang phân bổ,8.709.534.778,1.423.695.222,,8709534778.0,1423695222.0
,,,- Chỉ phí thuê đất,6.884.005.689,1.230.330.555,,6884005689.0,1230330555.0
,,,- Chỉ phí thể hội viên sân golf,1.890.485.835,1.943.366.757,,1890485835.0,1943366757.0
,,,- Chỉ phí sửa chữa tài sản,5.089.455.075,3.134.334.386,,5089455075.0,3134334386.0
,,,- Lợi thế kinh doanh,171.244.452.029,196.067.292.582,,171244452029.0,196067292582.0
,,,- Chỉ phí trả trước dài hạn khác,3.105.013.167,584.377.780,,3105013167.0,584377780.0
,,,,196.922.946.573,204.383.397.282,,196922946573.0,204383397282.0
