row_label_raw,row_label_full,col_0,Mối quan hệ,31/12/2020,01/01/2020,numeric__Mối quan hệ,numeric__31/12/2020,numeric__01/01/2020
,,,Mối quan hệ,VND,VND,,,
Phải thu ngắn hạn khách hàng,Phải thu ngắn hạn khách hàng,Phải thu ngắn hạn khách hàng,,204.512.681.143,204.512.681.143,,204512681143.0,204512681143.0
- Công ty Cổ phần Bất động sản U&I (*),- Công ty Cổ phần Bất động sản U&I (*),- Công ty Cổ phần Bất động sản U&I (*),,204.512.681.143,204.512.681.143,,204512681143.0,204512681143.0
(*) Công ty có liên quan của cổ đông lớn - Công ty Cổ phần Đầu tư U&I.,(*) Công ty có liên quan của cổ đông lớn - Công ty Cổ phần Đầu tư U&I.,(*) Công ty có liên quan của cổ đông lớn - Công ty Cổ phần Đầu tư U&I.,(*) Công ty có liên quan của cổ đông lớn - Công ty Cổ phần Đầu tư U&I.,(*) Công ty có liên quan của cổ đông lớn - Công ty Cổ phần Đầu tư U&I.,(*) Công ty có liên quan của cổ đông lớn - Công ty Cổ phần Đầu tư U&I.,,,
Phải thu về cho vay,(*) Công ty có liên quan của cổ đông lớn - Công ty Cổ phần Đầu tư U&I. > Phải thu về cho vay,Phải thu về cho vay,,346.608.586.920,145.644.490.809,,346608586920.0,145644490809.0
- Công ty Cổ phần Đầu tư và Phát triển Tân Thành,(*) Công ty có liên quan của cổ đông lớn - Công ty Cổ phần Đầu tư U&I. > - Công ty Cổ phần Đầu tư và Phát triển Tân Thành,- Công ty Cổ phần Đầu tư và Phát triển Tân Thành,Công ty liên kết,168.347.102.061,137.347.102.061,,168347102061.0,137347102061.0
- Công ty TNHH YCH-PROTRADE,(*) Công ty có liên quan của cổ đông lớn - Công ty Cổ phần Đầu tư U&I. > - Công ty TNHH YCH-PROTRADE,- Công ty TNHH YCH-PROTRADE,Công ty liên kết,8.261.484.859,8.297.388.748,,8261484859.0,8297388748.0
- Công ty CP Hưng Vượng,(*) Công ty có liên quan của cổ đông lớn - Công ty Cổ phần Đầu tư U&I. > - Công ty CP Hưng Vượng,- Công ty CP Hưng Vượng,Công ty liên kết,170.000.000.000,-,,170000000000.0,
Phải thu ngắn hạn khác,(*) Công ty có liên quan của cổ đông lớn - Công ty Cổ phần Đầu tư U&I. > Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,,63.079.352.130,558.653.617.266,,63079352130.0,558653617266.0
- Công ty TNHH MTV Đầu tư và Quản lý Dự án Bình Dương,(*) Công ty có liên quan của cổ đông lớn - Công ty Cổ phần Đầu tư U&I. > - Công ty TNHH MTV Đầu tư và Quản lý Dự án Bình Dương,- Công ty TNHH MTV Đầu tư và Quản lý Dự án Bình Dương,Đại diện vốn của cổ đông Nhà nước,370.084.615,332.579.793,,370084615.0,332579793.0
- Công ty Cổ phần Đầu tư và Phát triển Tân Thành,(*) Công ty có liên quan của cổ đông lớn - Công ty Cổ phần Đầu tư U&I. > - Công ty Cổ phần Đầu tư và Phát triển Tân Thành,- Công ty Cổ phần Đầu tư và Phát triển Tân Thành,Công ty liên kết,5.983.523.844,68.424.658,,5983523844.0,68424658.0
- Công ty Cổ phần May mặc Bình Dương,(*) Công ty có liên quan của cổ đông lớn - Công ty Cổ phần Đầu tư U&I. > - Công ty Cổ phần May mặc Bình Dương,- Công ty Cổ phần May mặc Bình Dương,Công ty liên kết,23.467.276.000,-,,23467276000.0,
- Công ty Cổ phần Hưng Vượng,(*) Công ty có liên quan của cổ đông lớn - Công ty Cổ phần Đầu tư U&I. > - Công ty Cổ phần Hưng Vượng,- Công ty Cổ phần Hưng Vượng,Công ty liên kết,33.258.467.671,468.252.612.815,,33258467671.0,468252612815.0
- Công ty TNHH FrieslandCampina Việt Nam,(*) Công ty có liên quan của cổ đông lớn - Công ty Cổ phần Đầu tư U&I. > - Công ty TNHH FrieslandCampina Việt Nam,- Công ty TNHH FrieslandCampina Việt Nam,Công ty liên kết,-,90.000.000.000,,,90000000000.0
Phải thu dài hạn khác,(*) Công ty có liên quan của cổ đông lớn - Công ty Cổ phần Đầu tư U&I. > Phải thu dài hạn khác,Phải thu dài hạn khác,,137.280.877.806,128.669.581.506,,137280877806.0,128669581506.0
- Công ty Cổ phần Đầu tư và Phát triển Tân Thành,(*) Công ty có liên quan của cổ đông lớn - Công ty Cổ phần Đầu tư U&I. > - Công ty Cổ phần Đầu tư và Phát triển Tân Thành,- Công ty Cổ phần Đầu tư và Phát triển Tân Thành,Công ty liên kết,137.280.877.806,128.669.581.506,,137280877806.0,128669581506.0
Phải trả người bán,(*) Công ty có liên quan của cổ đông lớn - Công ty Cổ phần Đầu tư U&I. > Phải trả người bán,Phải trả người bán,,43.041.650,1.335.458.997,,43041650.0,1335458997.0
- Công ty TNHH MTV Đầu tư và Quản lý Dự án Bình Dương,(*) Công ty có liên quan của cổ đông lớn - Công ty Cổ phần Đầu tư U&I. > - Công ty TNHH MTV Đầu tư và Quản lý Dự án Bình Dương,- Công ty TNHH MTV Đầu tư và Quản lý Dự án Bình Dương,Đại diện vốn của cổ đông Nhà nước,-,1.227.395.497,,,1227395497.0
- Công ty Cổ phần Phát triển Phú Mỹ,(*) Công ty có liên quan của cổ đông lớn - Công ty Cổ phần Đầu tư U&I. > - Công ty Cổ phần Phát triển Phú Mỹ,- Công ty Cổ phần Phát triển Phú Mỹ,Công ty liên kết,43.041.650,97.521.500,,43041650.0,97521500.0
- Công ty Cổ phần Đầu tư và Phát triển Tân Thành,(*) Công ty có liên quan của cổ đông lớn - Công ty Cổ phần Đầu tư U&I. > - Công ty Cổ phần Đầu tư và Phát triển Tân Thành,- Công ty Cổ phần Đầu tư và Phát triển Tân Thành,Công ty liên kết,-,10.542.000,,,10542000.0
Phải trả khác ngắn hạn,(*) Công ty có liên quan của cổ đông lớn - Công ty Cổ phần Đầu tư U&I. > Phải trả khác ngắn hạn,Phải trả khác ngắn hạn,,1.095.233.570.937,1.096.575.237.604,,1095233570937.0,1096575237604.0
- Tỉnh ủy Bình Dương,(*) Công ty có liên quan của cổ đông lớn - Công ty Cổ phần Đầu tư U&I. > - Tỉnh ủy Bình Dương,- Tỉnh ủy Bình Dương,Cổ đông Nhà Nước,1.095.233.570.937,1.096.575.237.604,,1095233570937.0,1096575237604.0
