row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm 2020 > VND,Năm 2019 > VND,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm 2020 > VND,numeric__Năm 2019 > VND
I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,,,,
01,I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 01,01,Lợi nhuận trước thuế,,447.382.663.162,415.804.532.745,,,447382663162.0,415804532745.0
01,01,01,Điều chỉnh cho các khoản,,,,,,,
02,01 > 02,02,Khấu hao tài sản cố định và bất động sản đầu tư,,70.838.989.204,70.832.968.804,,,70838989204.0,70832968804.0
03,01 > 03,03,Các khoản dự phòng,,(12.792.091.133),13.475.432.595,,,-12792091133.0,13475432595.0
04,01 > 04,04,"Lãi, lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ",,(1.753.396.488),355.591.026,,,-1753396488.0,355591026.0
05,01 > 05,05,"Lãi, lỗ từ hoạt động đầu tư",,(469.272.282.469),(258.442.287.252),,,-469272282469.0,-258442287252.0
06,01 > 06,06,Chi phí lãi vay,,14.876.922.963,93.213.307.979,,,14876922963.0,93213307979.0
08,01 > 08,08,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,,49.280.805.239,335.239.545.897,,,49280805239.0,335239545897.0
09,01 > 09,09,"Tăng, giảm các khoản phải thu",,1.170.179.191.007,(411.899.179.924),,,1170179191007.0,-411899179924.0
10,01 > 10,10,"Tăng, giảm hàng tồn kho",,61.550.778.260,58.700.911.026,,,61550778260.0,58700911026.0
11,01 > 11,11,"Tăng, giảm các khoản phải trả",,(71.653.041.282),77.483.114.324,,,-71653041282.0,77483114324.0
12,01 > 12,12,"Tăng, giảm chi phí trả trước",,22.913.222.387,27.397.862.169,,,22913222387.0,27397862169.0
14,01 > 14,14,Tiền lãi vay đã trả,,(17.475.394.099),(94.827.254.615),,,-17475394099.0,-94827254615.0
15,01 > 15,15,Thuế thu nhập doanh nghiệp đã nộp,,(51.960.421.602),(69.762.868.066),,,-51960421602.0,-69762868066.0
17,01 > 17,17,Tiền chi khác cho hoạt động kinh doanh,,(10.039.023.420),(50.528.071.738),,,-10039023420.0,-50528071738.0
20,01 > 20,20,Lưu chuyển tiền thuần từ hoạt động kinh doanh,,1.152.796.116.490,(128.195.940.927),,,1152796116490.0,-128195940927.0
21,01 > 21,21,"Tiền chỉ để mua sắm, xây dựng tài sản cố định và các tài sản dài hạn khác",,(58.717.732.043),(53.829.337.344),,,-58717732043.0,-53829337344.0
22,01 > 22,22,"Tiền thu từ thanh lý, nhượng bán tài sản cố định và các tài sản dài hạn khác",,-,812.150.668,,,,812150668.0
23,01 > 23,23,"Tiền chi cho vay, mua các công cụ nợ của đơn vị khác",,(213.100.000.000),(43.400.000.000),,,-213100000000.0,-43400000000.0
24,01 > 24,24,"Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác",,4.227.314.392,25.830.470.340,,,4227314392.0,25830470340.0
25,01 > 25,25,Tiền chỉ đầu tư góp vốn vào đơn vị khác,,(78.045.126.752),-,,,-78045126752.0,
26,01 > 26,26,Tiền thu hồi đầu tư góp vốn vào đơn vị khác,,-,203.015.040.000,,,,203015040000.0
27,01 > 27,27,"Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",,251.806.321.723,329.148.785.622,,,251806321723.0,329148785622.0
28,01 > 28,28,Lưu chuyển tiền thuần từ hoạt động đầu tư,,(93.829.222.680),461.577.109.286,,,-93829222680.0,461577109286.0
33,01 > 33,33,Tiền thu từ đi vay,,52.229.400.917,1.484.185.704.507,,,52229400917.0,1484185704507.0
34,01 > 34,34,Tiền trả nợ gốc vay,,(509.869.135.424),(1.843.845.970.000),,,-509869135424.0,-1843845970000.0
36,01 > 36,36,"Cổ tức, lợi nhuận đã trả cho chủ sở hữu",,(2.836.512.000),(29.475.728.000),,,-2836512000.0,-29475728000.0
40,01 > 40,40,Lưu chuyển tiền thuần từ hoạt động tài chính,,(460.476.246.507),(389.135.993.493),,,-460476246507.0,-389135993493.0
50,01 > 50,50,Lưu chuyển tiền thuần trong năm,,598.490.647.303,(55.754.825.134),,,598490647303.0,-55754825134.0
