row_label_raw,row_label_full,col_0,Năm 2020,Năm 2019,numeric__Năm 2020,numeric__Năm 2019
,,,VND,VND,,
"Lãi tiền gửi, tiền cho vay","Lãi tiền gửi, tiền cho vay","Lãi tiền gửi, tiền cho vay",30.281.744.337,43.154.730.465,30281744337.0,43154730465.0
"Cổ tức, lợi nhuận được chia","Cổ tức, lợi nhuận được chia","Cổ tức, lợi nhuận được chia",70.823.500,50.633.000,70823500.0,50633000.0
Lãi chênh lệch tỷ giá phát sinh trong năm,Lãi chênh lệch tỷ giá phát sinh trong năm,Lãi chênh lệch tỷ giá phát sinh trong năm,6.395.447.598,878.276.844,6395447598.0,878276844.0
Lãi chênh lệch tỷ giá do đánh giá lại số dư cuối năm,Lãi chênh lệch tỷ giá do đánh giá lại số dư cuối năm,Lãi chênh lệch tỷ giá do đánh giá lại số dư cuối năm,1.753.396.488,-,1753396488.0,
Chiết khấu thanh toán được hưởng,Chiết khấu thanh toán được hưởng,Chiết khấu thanh toán được hưởng,4.614.361.741,235.173.214,4614361741.0,235173214.0
Lãi đánh giá lại từ hợp nhất kinh doanh (*),Lãi đánh giá lại từ hợp nhất kinh doanh (*),Lãi đánh giá lại từ hợp nhất kinh doanh (*),146.428.869.525,-,146428869525.0,
Doanh thu hoạt động tài chính khác,Doanh thu hoạt động tài chính khác,Doanh thu hoạt động tài chính khác,414.459.662,100.486.001,414459662.0,100486001.0
,,,189.959.102.851,44.419.299.524,189959102851.0,44419299524.0
"Trong đó, Doanh thu hoạt động tài chính nhận từ các bên liên quan","Trong đó, Doanh thu hoạt động tài chính nhận từ các bên liên quan","Trong đó, Doanh thu hoạt động tài chính nhận từ các bên liên quan",15.553.501.778,8.656.192.823,15553501778.0,8656192823.0
