row_label_raw,row_label_full,col_0,col_1,Năm 2020,Năm 2019,numeric__col_1,numeric__Năm 2020,numeric__Năm 2019
,,,,VND,VND,,,
Vốn đầu tư của chủ sở hữu,Vốn đầu tư của chủ sở hữu,Vốn đầu tư của chủ sở hữu,Vốn đầu tư của chủ sở hữu,Vốn đầu tư của chủ sở hữu,Vốn đầu tư của chủ sở hữu,,,
-,Vốn đầu tư của chủ sở hữu > -,-,Vốn góp đầu năm,3.000.000.000.000,3.000.000.000.000,,3000000000000.0,3000000000000.0
-,Vốn đầu tư của chủ sở hữu > -,-,Vốn góp cuối năm,3.000.000.000.000,3.000.000.000.000,,3000000000000.0,3000000000000.0
"Cổ tức, lợi nhuận tại Công ty mẹ:","Cổ tức, lợi nhuận tại Công ty mẹ:","Cổ tức, lợi nhuận tại Công ty mẹ:","Cổ tức, lợi nhuận tại Công ty mẹ:","Cổ tức, lợi nhuận tại Công ty mẹ:","Cổ tức, lợi nhuận tại Công ty mẹ:",,,
-,"Cổ tức, lợi nhuận tại Công ty mẹ: > -",-,"Cổ tức, lợi nhuận phải trả đầu năm",1.097.033.570.937,1.128.146.569.206,,1097033570937.0,1128146569206.0
-,"Cổ tức, lợi nhuận tại Công ty mẹ: > -",-,+ Lợi nhuận phải nộp về ngân sách Nhà nước,1.095.233.570.937,1.128.146.569.206,,1095233570937.0,1128146569206.0
-,"Cổ tức, lợi nhuận tại Công ty mẹ: > -",-,+ Cổ tức phải trả cổ đông,1.800.000.000,-,,1800000000.0,
-,"Cổ tức, lợi nhuận tại Công ty mẹ: > -",-,"Cổ tức, lợi nhuận phải trả trong năm",-,(2.912.998.269),,,-2912998269.0
-,"Cổ tức, lợi nhuận tại Công ty mẹ: > -",-,+ Lợi nhuận phải nộp về ngân sách Nhà nước,-,(32.912.998.269),,,-32912998269.0
-,"Cổ tức, lợi nhuận tại Công ty mẹ: > -",-,+ Cổ tức chia trên lợi nhuận năm trước,-,30.000.000.000,,,30000000000.0
-,"Cổ tức, lợi nhuận tại Công ty mẹ: > -",-,"Cổ tức, lợi nhuận đã chi trả bằng tiền",1.800.000.000,28.200.000.000,,1800000000.0,28200000000.0
-,"Cổ tức, lợi nhuận tại Công ty mẹ: > -",-,+ Cổ tức chia trên lợi nhuận năm trước,1.800.000.000,-,,1800000000.0,
-,"Cổ tức, lợi nhuận tại Công ty mẹ: > -",-,+ Cổ tức chia trên lợi nhuận năm nay,-,28.200.000.000,,,28200000000.0
-,"Cổ tức, lợi nhuận tại Công ty mẹ: > -",-,"Cổ tức, lợi nhuận còn phải trả cuối năm",1.095.233.570.937,1.097.033.570.937,,1095233570937.0,1097033570937.0
-,"Cổ tức, lợi nhuận tại Công ty mẹ: > -",-,+ Lợi nhuận phải nộp về ngân sách Nhà nước,1.095.233.570.937,1.095.233.570.937,,1095233570937.0,1095233570937.0
-,"Cổ tức, lợi nhuận tại Công ty mẹ: > -",-,+ Cổ tức phải trả cổ đông,-,1.800.000.000,,,1800000000.0
