row_label_raw,row_label_full,Ông Mai Hữu Tín,Chủ tịch,col_2,numeric__Chủ tịch,numeric__col_2
Ông Vũ Xuân Dương,Ông Vũ Xuân Dương,Ông Vũ Xuân Dương,Phó Chủ tịch,,,
Ông Nguyễn Trọng Hiếu,Ông Nguyễn Trọng Hiếu,Ông Nguyễn Trọng Hiếu,Thành viên,,,
Ông Võ Quốc Lợi,Ông Võ Quốc Lợi,Ông Võ Quốc Lợi,Thành viên,,,
Bà Nguyễn Thị Minh Hằng,Bà Nguyễn Thị Minh Hằng,Bà Nguyễn Thị Minh Hằng,Thành viên độc lập,,,
Bà Đoàn Thụy Diễm Huyền,Bà Đoàn Thụy Diễm Huyền,Bà Đoàn Thụy Diễm Huyền,Thành viên độc lập,bổ nhiệm ngày 24 tháng 6 năm 2025,,
