row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,numeric__Mối quan hệ
Công ty Cổ phần Trồng rừng Trường Thành,Công ty Cổ phần Trồng rừng Trường Thành,Công ty Cổ phần Trồng rừng Trường Thành,Công ty con,
Công ty TNHH MTV Sử Thiên Thanh,Công ty TNHH MTV Sử Thiên Thanh,Công ty TNHH MTV Sử Thiên Thanh,Công ty con,
Công ty Cổ phần Đỏ gỗ Casadora,Công ty Cổ phần Đỏ gỗ Casadora,Công ty Cổ phần Đỏ gỗ Casadora,Công ty con,
Công ty Cổ phần Central Wood,Công ty Cổ phần Central Wood,Công ty Cổ phần Central Wood,Công ty con,
Công ty Cổ phần Lâm Nghiệp Trường Thành,Công ty Cổ phần Lâm Nghiệp Trường Thành,Công ty Cổ phần Lâm Nghiệp Trường Thành,Công ty con,
Công ty Cổ phần Trường Thành Xanh,Công ty Cổ phần Trường Thành Xanh,Công ty Cổ phần Trường Thành Xanh,Công ty con,
Công ty Cổ phần Quản lý Cụm Công nghiệp Trường Thành - Ea H'leo,Công ty Cổ phần Quản lý Cụm Công nghiệp Trường Thành - Ea H'leo,Công ty Cổ phần Quản lý Cụm Công nghiệp Trường Thành - Ea H'leo,Công ty con,
Belmonte Design Services L.L.C,Belmonte Design Services L.L.C,Belmonte Design Services L.L.C,Công ty con,
Công ty TNHH Trồng rừng Trường Thành OJI,Công ty TNHH Trồng rừng Trường Thành OJI,Công ty TNHH Trồng rừng Trường Thành OJI,Công ty liên kết (đến ngày 8 tháng 12 năm 2025),
Công ty Cổ phần Bao bì Trường Thành,Công ty Cổ phần Bao bì Trường Thành,Công ty Cổ phần Bao bì Trường Thành,Công ty liên kết,
Công ty Natuzzi Singapore PTE. Ltd.,Công ty Natuzzi Singapore PTE. Ltd.,Công ty Natuzzi Singapore PTE. Ltd.,Công ty liên kết,
Công ty Cổ phần Tekcom,Công ty Cổ phần Tekcom,Công ty Cổ phần Tekcom,Công ty liên kết,
Công ty Cổ phần Tekcom Central,Công ty Cổ phần Tekcom Central,Công ty Cổ phần Tekcom Central,Công ty con của Công ty liên kết,
Công ty TNHH Thương mại TTF,Công ty TNHH Thương mại TTF,Công ty TNHH Thương mại TTF,Công ty có cùng thành viên chủ chốt,
Công ty Cổ phần Logistics U&I,Công ty Cổ phần Logistics U&I,Công ty Cổ phần Logistics U&I,Công ty có cùng thành viên chủ chốt,
OJI Holdings Corporation,OJI Holdings Corporation,OJI Holdings Corporation,Công ty đồng liên doanh (đến ngày 31 tháng 5 năm 2025),
Ông Mai Hữu Tín,Ông Mai Hữu Tín,Ông Mai Hữu Tín,"Chủ tịch Hội Đồng Quản Trị (""HĐQT"")",
Ông Vũ Xuân Dương,Ông Vũ Xuân Dương,Ông Vũ Xuân Dương,Phó Chủ tịch HĐQT,
Bà Lưu Thị Diễm Hồng,Bà Lưu Thị Diễm Hồng,Bà Lưu Thị Diễm Hồng,Tổng Giám đốc (từ ngày 9 tháng 2 năm 2026),
Ông Nguyễn Trọng Hiếu,Ông Nguyễn Trọng Hiếu,Ông Nguyễn Trọng Hiếu,Tổng Giám đốc (đến ngày 9 tháng 2 năm 2026) kiểm thành viên HĐQT,
Ông Võ Quốc Lợi,Ông Võ Quốc Lợi,Ông Võ Quốc Lợi,Thành viên HĐQT kiểm thành viên Ủy ban Kiểm toán Nội bộ,
Bà Đoàn Thụy Diễm Huyền,Bà Đoàn Thụy Diễm Huyền,Bà Đoàn Thụy Diễm Huyền,Thành viên HĐQT độc lập (từ ngày 24 tháng 6 năm 2025) kiểm,
Bà Nguyễn Thị Minh Hằng,Bà Nguyễn Thị Minh Hằng,Bà Nguyễn Thị Minh Hằng,Chủ tịch Ủy ban Kiểm toán Nội bộ (từ ngày 25 tháng 6 năm 2025),
Bà Nguyễn Thị Minh Hằng,Bà Nguyễn Thị Minh Hằng,Bà Nguyễn Thị Minh Hằng,Thành viên HĐQT độc lập kiểm,
Bà Nguyễn Thị Minh Hằng,Bà Nguyễn Thị Minh Hằng,Bà Nguyễn Thị Minh Hằng,Chủ tịch Ủy ban Kiểm toán nội bộ (đến ngày 25 tháng 6 năm 2025),
Ông Phan Hồng Hoàng,Ông Phan Hồng Hoàng,Ông Phan Hồng Hoàng,Kế toán trưởng (đến ngày 11 tháng 10 năm 2025),
Ông Hoàng Duy Thẩm,Ông Hoàng Duy Thẩm,Ông Hoàng Duy Thẩm,Kế toán trưởng (từ ngày 11 tháng 10 năm 2025),
Ông Hoàng Duy Thẩm,Ông Hoàng Duy Thẩm,Ông Hoàng Duy Thẩm,đến ngày 19 tháng 12 năm 2025),
Bà Phan Thị Thanh Tuyên,Bà Phan Thị Thanh Tuyên,Bà Phan Thị Thanh Tuyên,Kế toán trưởng (từ ngày 19 tháng 12 năm 2025),
Excelsior Oak Limited,Excelsior Oak Limited,Excelsior Oak Limited,Cổ đông lớn,
Công ty Cổ phần Xây dựng U&I,Công ty Cổ phần Xây dựng U&I,Công ty Cổ phần Xây dựng U&I,Cổ đông lớn,
