row_label_raw,row_label_full,col_0,Năm nay,VNDNăm trước,numeric__Năm nay,numeric__VNDNăm trước
Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,107.538.213.240,88.478.012.623,107538213240.0,88478012623.0
Chi phí nhân viên,Chi phí nhân viên,Chi phí nhân viên,54.257.834.937,47.909.466.517,54257834937.0,47909466517.0
Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,34.529.279.569,22.634.449.137,34529279569.0,22634449137.0
Chi phí khấu hao và hao môn,Chi phí khấu hao và hao môn,Chi phí khấu hao và hao môn,3.168.528.955,2.224.803.361,3168528955.0,2224803361.0
"Công cụ, dụng cụ","Công cụ, dụng cụ","Công cụ, dụng cụ",1.678.275.450,1.389.101.658,1678275450.0,1389101658.0
Chi phí khác,Chi phí khác,Chi phí khác,13.904.294.329,14.320.191.950,13904294329.0,14320191950.0
Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,58.372.226.927,(41.397.626.934),58372226927.0,-41397626934.0
Chi phí nhân viên,Chi phí nhân viên,Chi phí nhân viên,38.545.645.587,22.916.124.929,38545645587.0,22916124929.0
Dự phòng (hoản nhập dự phòng)phải thu khó đòi,Dự phòng (hoản nhập dự phòng)phải thu khó đòi,Dự phòng (hoản nhập dự phòng)phải thu khó đòi,5.608.556.851,(82.232.610.492),5608556851.0,-82232610492.0
Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,5.459.561.583,6.190.726.695,5459561583.0,6190726695.0
Chi phí thuê,Chi phí thuê,Chi phí thuê,3.816.135.923,5.017.379.418,3816135923.0,5017379418.0
Chi phí khấu hao và hao môn,Chi phí khấu hao và hao môn,Chi phí khấu hao và hao môn,2.166.278.140,3.391.833.213,2166278140.0,3391833213.0
"Công cụ, dụng cụ","Công cụ, dụng cụ","Công cụ, dụng cụ",893.204.382,876.498.521,893204382.0,876498521.0
Chi phí khác,Chi phí khác,Chi phí khác,1.882.844.461,2.442.420.782,1882844461.0,2442420782.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,165.910.440.167,47.080.385.689,165910440167.0,47080385689.0
