row_label_raw,row_label_full,"Tên công ty liên doanh, liên kết",Số cuối năm,Số cuối năm_1,Số cuối năm_2,Số đầu năm,Số đầu năm_1,Số đầu năm_2,Địa điểm,Ngành nghề kinh doanh,numeric__Số cuối năm,numeric__Số cuối năm_1,numeric__Số cuối năm_2,numeric__Số đầu năm,numeric__Số đầu năm_1,numeric__Số đầu năm_2,numeric__Địa điểm,numeric__Ngành nghề kinh doanh
"Tên công ty liên doanh, liên kết","Tên công ty liên doanh, liên kết","Tên công ty liên doanh, liên kết",Tỷ lệ sở hữu và biểu quyết(%),Giá gốcVND,Dự phòngVND,Tỷ lệ sở hữu và biểu quyết(%),Giá gốcVND,Dự phòngVND,Địa điểm,Ngành nghề kinh doanh,,,,,,,,
Công ty Cổ phần Tekcom,"Tên công ty liên doanh, liên kết > Công ty Cổ phần Tekcom",Công ty Cổ phần Tekcom,"16,97",166.600.013.370,-,"16,97",166.600.013.370,-,TP. Hồ Chí Minh,Sản xuất đồ gỗ,16.97,166600013370.0,,16.97,166600013370.0,,,
Natuzzi Singapore Pte. Ltd.,"Tên công ty liên doanh, liên kết > Natuzzi Singapore Pte. Ltd.",Natuzzi Singapore Pte. Ltd.,"20,00",122.728.870.000,-,"20,00",122.728.870.000,-,Singapore,Kinh doanh nội thất,20.0,122728870000.0,,20.0,122728870000.0,,,
Công ty TNHH Trồng rừng Trường Thành OJI (*),"Tên công ty liên doanh, liên kết > Công ty TNHH Trồng rừng Trường Thành OJI (*)",Công ty TNHH Trồng rừng Trường Thành OJI (*),-,-,-,"51,00",94.930.473.000,(40.060.781.504),Đắk Lắk,Trồng rừng,,,,51.0,94930473000.0,-40060781504.0,,
Công ty Cổ phần Bao bì Trường Thành,"Tên công ty liên doanh, liên kết > Công ty Cổ phần Bao bì Trường Thành",Công ty Cổ phần Bao bì Trường Thành,"43,76",2.000.000.000,(2.000.000.000),"43,76",2.000.000.000,(2.000.000.000),TP. Hồ Chí Minh,Bao bì,43.76,2000000000.0,-2000000000.0,43.76,2000000000.0,-2000000000.0,,
TỔNG CỘNG,"Tên công ty liên doanh, liên kết > TỔNG CỘNG",TỔNG CỘNG,,291.328.883.370,(2.000.000.000),,386.259.356.370,(42.060.781.504),,,,291328883370.0,-2000000000.0,,386259356370.0,-42060781504.0,,
