row_label_raw,row_label_full,col_0,Thành lậpvà hoatđông,Tỷ lệSởhửu,Quyềnbiềuguyết,Hoạt đông chính,numeric__Thành lậpvà hoatđông,numeric__Tỷ lệSởhửu,numeric__Quyềnbiềuguyết,numeric__Hoạt đông chính
Công ty TNHH Đầu tư Phát triểnĐịa ốc An Pha,Công ty TNHH Đầu tư Phát triểnĐịa ốc An Pha,Công ty TNHH Đầu tư Phát triểnĐịa ốc An Pha,TP HCM,100%,100%,Kinh doanh - môi giớiBĐS,,1.0,1.0,
Công ty TNHH Đầu tư Kinh doanhĐịa ốc An Thịnh Phát,Công ty TNHH Đầu tư Kinh doanhĐịa ốc An Thịnh Phát,Công ty TNHH Đầu tư Kinh doanhĐịa ốc An Thịnh Phát,TP HCM,100%,100%,Kinh doanh - môi giớiBĐS,,1.0,1.0,
