row_label_raw,row_label_full,Ông Hoàng Phương,Trường ban Kiểm soát,numeric__Trường ban Kiểm soát
Ông Nguyễn Minh Hiếu,Ông Nguyễn Minh Hiếu,Ông Nguyễn Minh Hiếu,Thành viên Ban kiểm soát,
Bà Nguyễn Thu Trang,Bà Nguyễn Thu Trang,Bà Nguyễn Thu Trang,Thành viên Ban kiểm soát,
