row_label_raw,row_label_full,col_0,Năm 2023,Năm 2022,numeric__Năm 2023,numeric__Năm 2022
,,,VND,VND,,
Doanh thu dịch vụ môi giới bắt động sản,Doanh thu dịch vụ môi giới bắt động sản,Doanh thu dịch vụ môi giới bắt động sản,78.580.970.094,1.104.910.264.887,78580970094.0,1104910264887.0
Doanh thu chuyển nhượng hợp đồng mua bán,Doanh thu chuyển nhượng hợp đồng mua bán,Doanh thu chuyển nhượng hợp đồng mua bán,325.739.424.038,320.613.395.387,325739424038.0,320613395387.0
Bắt động sản,Bắt động sản,Bắt động sản,,,,
Cộng,Bắt động sản > Cộng,Cộng,404.320.394.132,1.425.523.660.274,404320394132.0,1425523660274.0
Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,,,,
Hàng bán bị trả lại,Các khoản giảm trừ doanh thu > Hàng bán bị trả lại,Hàng bán bị trả lại,73.790.046.052,29.319.368.326,73790046052.0,29319368326.0
Doanh thu thuần,Các khoản giảm trừ doanh thu > Doanh thu thuần,Doanh thu thuần,330.530.348.080,1.396.204.291.948,330530348080.0,1396204291948.0
Doanh thu với bên liên quan,Doanh thu với bên liên quan,Doanh thu với bên liên quan,,,,
,,,Năm 2023,Năm 2022,,
,,,VND,VND,,
Công ty Cổ phần Bắt động sản Khải Minh Land,Doanh thu với bên liên quan > Công ty Cổ phần Bắt động sản Khải Minh Land,Công ty Cổ phần Bắt động sản Khải Minh Land,5.462.899.521,386.176.655.838,5462899521.0,386176655838.0
Công ty TNHH Cộng Đồng Môi Giới,Doanh thu với bên liên quan > Công ty TNHH Cộng Đồng Môi Giới,Công ty TNHH Cộng Đồng Môi Giới,457.946.672,1.682.885.023,457946672.0,1682885023.0
Cộng,Doanh thu với bên liên quan > Cộng,Cộng,5.920.846.193,387.859.540.861,5920846193.0,387859540861.0
