row_label_raw,row_label_full,CHỈ TIÊU,Mã số,Năm 2023,Năm 2022,numeric__Mã số,numeric__Năm 2023,numeric__Năm 2022
"1. Tiền chỉ để mua sắm, xây dựng TSCĐ và các TSDH khác","II. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 1. Tiền chỉ để mua sắm, xây dựng TSCĐ và các TSDH khác","1. Tiền chỉ để mua sắm, xây dựng TSCĐ và các TSDH khác",21,(273.600.000),(1.117.085.147),21.0,-273600000.0,-1117085147.0
"2. Tiền chỉ cho vay, mua các công cụ nợ của đơn vị khác","II. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 2. Tiền chỉ cho vay, mua các công cụ nợ của đơn vị khác","2. Tiền chỉ cho vay, mua các công cụ nợ của đơn vị khác",23,(860.000.000.000),-,23.0,-860000000000.0,
"3. Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác","II. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 3. Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác","3. Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác",24,717.500.000.000,-,24.0,717500000000.0,
"4. Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia","II. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 4. Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia","4. Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",27,322.542.778.737,306.019.915.364,27.0,322542778737.0,306019915364.0
Lưu chuyển tiền thuần từ hoạt động đầu tư,II. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Lưu chuyển tiền thuần từ hoạt động đầu tư,Lưu chuyển tiền thuần từ hoạt động đầu tư,30,179.769.178.737,304.902.830.217,30.0,179769178737.0,304902830217.0
III. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,III. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,III. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,III. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,III. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,III. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,
1. Tiền thu từ đi vay,III. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 1. Tiền thu từ đi vay,1. Tiền thu từ đi vay,33,240.000.000.000,699.396.868.062,33.0,240000000000.0,699396868062.0
2. Tiền trả nợ gốc vay,III. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 2. Tiền trả nợ gốc vay,2. Tiền trả nợ gốc vay,34,(244.524.760.732),(352.072.107.330),34.0,-244524760732.0,-352072107330.0
Lưu chuyển tiền thuần từ hoạt động tài chính,III. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Lưu chuyển tiền thuần từ hoạt động tài chính,Lưu chuyển tiền thuần từ hoạt động tài chính,40,(4.524.760.732),347.324.760.732,40.0,-4524760732.0,347324760732.0
Lưu chuyển tiền thuần trong năm,III. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Lưu chuyển tiền thuần trong năm,Lưu chuyển tiền thuần trong năm,50,(145.562.916.632),(368.102.908.607),50.0,-145562916632.0,-368102908607.0
Tiền và tương đương tiền đầu năm,III. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền và tương đương tiền đầu năm,Tiền và tương đương tiền đầu năm,60,195.703.145.967,563.806.054.574,60.0,195703145967.0,563806054574.0
Tiền và tương đương tiền cuối năm,III. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền và tương đương tiền cuối năm,Tiền và tương đương tiền cuối năm,70,50.140.229.335,195.703.145.967,70.0,50140229335.0,195703145967.0
