row_label_raw,row_label_full,Thuế giá trị gia tăng,1/1/2021Triệu VND > 10.834,Số phải nộp trong nămTriệu VND > 108.334,Số đã nộp trong nămTriệu VND > (110.923),31/12/2021Triệu VND > 8.245,numeric__1/1/2021Triệu VND > 10.834,numeric__Số phải nộp trong nămTriệu VND > 108.334,numeric__Số đã nộp trong nămTriệu VND > (110.923),numeric__31/12/2021Triệu VND > 8.245
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,110.017,120.378,(208.771),21.624,110017.0,120378.0,-208771.0,21624.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,2.512,23.449,(24.706),1.255,2512.0,23449.0,-24706.0,1255.0
Tiền thuê đất và tiền sử dụng đất,Tiền thuê đất và tiền sử dụng đất,Tiền thuê đất và tiền sử dụng đất,-,13.854,(13.854),-,,13854.0,-13854.0,
Các loại thuế khác,Các loại thuế khác,Các loại thuế khác,-,194,(194),-,,194.0,-194.0,
,,,123.363,266.209,(358.448),31.124,123363.0,266209.0,-358448.0,31124.0
