row_label_raw,row_label_full,col_0,31/12/2021Triệu VND,1/1/2021Triệu VND,numeric__31/12/2021Triệu VND,numeric__1/1/2021Triệu VND
Công ty mẹ,Công ty mẹ,Công ty mẹ,,,,
Tập đoàn Vingroup – Công ty CP,Công ty mẹ > Tập đoàn Vingroup – Công ty CP,Tập đoàn Vingroup – Công ty CP,40,611,40.0,611.0
Các công ty con,Các công ty con,Các công ty con,,,,
Công ty TNHH Vincom Retail Miền Nam,Các công ty con > Công ty TNHH Vincom Retail Miền Nam,Công ty TNHH Vincom Retail Miền Nam,-,3.567,,3567.0
Công ty TNHH Vận hành Vincom Retail,Các công ty con > Công ty TNHH Vận hành Vincom Retail,Công ty TNHH Vận hành Vincom Retail,2.810,11.728,2810.0,11728.0
Các bên liên quan khác,Các bên liên quan khác,Các bên liên quan khác,,,,
Công ty Cổ phần Đầu tư Xây dựng Thái Sơn,Các bên liên quan khác > Công ty Cổ phần Đầu tư Xây dựng Thái Sơn,Công ty Cổ phần Đầu tư Xây dựng Thái Sơn,10.221,8.589,10221.0,8589.0
Công ty Cổ phần Phát triển Thành phố Xanh,Các bên liên quan khác > Công ty Cổ phần Phát triển Thành phố Xanh,Công ty Cổ phần Phát triển Thành phố Xanh,5.584,-,5584.0,
Các công ty liên quan khác,Các bên liên quan khác > Các công ty liên quan khác,Các công ty liên quan khác,9.055,3.420,9055.0,3420.0
,,,27.710,27.915,27710.0,27915.0
