row_label_raw,row_label_full,col_0,Mã số,Thuyết minh,2021Triệu VND,2020Triệu VND,numeric__Mã số,numeric__Thuyết minh,numeric__2021Triệu VND,numeric__2020Triệu VND
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,,
Lợi nhuận kế toán trước thuếĐiều chỉnh cho các khoản,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Lợi nhuận kế toán trước thuếĐiều chỉnh cho các khoản,Lợi nhuận kế toán trước thuếĐiều chỉnh cho các khoản,01,,579.846,1.258.470,1.0,,579846.0,1258470.0
Khấu hao và phân bổ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Khấu hao và phân bổ,Khấu hao và phân bổ,02,,227.783,220.815,2.0,,227783.0,220815.0
Các khoản dự phòng,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Các khoản dự phòng,Các khoản dự phòng,03,,49.314,(5.034),3.0,,49314.0,-5034.0
Lãi từ các hoạt động đầu tư,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Lãi từ các hoạt động đầu tư,Lãi từ các hoạt động đầu tư,05,,(400.692),(382.158),5.0,,-400692.0,-382158.0
Chi phí lãi vay và phát hành trái phiếu,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Chi phí lãi vay và phát hành trái phiếu,Chi phí lãi vay và phát hành trái phiếu,06,,454.165,428.196,6.0,,454165.0,428196.0
Lợi nhuận từ hoạt động kinh doanh trước những thay đổi vốn lưu động,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Lợi nhuận từ hoạt động kinh doanh trước những thay đổi vốn lưu động,Lợi nhuận từ hoạt động kinh doanh trước những thay đổi vốn lưu động,08,,910.416,1.520.289,8.0,,910416.0,1520289.0
Biến động các khoản phải thuvà tài sản khác,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Biến động các khoản phải thuvà tài sản khác,Biến động các khoản phải thuvà tài sản khác,09,,(21.921),14.751,9.0,,-21921.0,14751.0
Biến động hàng tồn kho,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Biến động hàng tồn kho,Biến động hàng tồn kho,10,,385.934,453.395,10.0,,385934.0,453395.0
Biến động các khoản phải trả vànợ phải trả khác,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Biến động các khoản phải trả vànợ phải trả khác,Biến động các khoản phải trả vànợ phải trả khác,11,,(431.330),82.362,11.0,,-431330.0,82362.0
Biến động chi phí trả trước,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Biến động chi phí trả trước,Biến động chi phí trả trước,12,,34.362,(25.810),12.0,,34362.0,-25810.0
,,,,,877.461,2.044.987,,,877461.0,2044987.0
Tiền lãi vay đã trả,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tiền lãi vay đã trả,Tiền lãi vay đã trả,14,,(504.381),(381.953),14.0,,-504381.0,-381953.0
Thuế thu nhập doanh nghiệp đã nộp,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Thuế thu nhập doanh nghiệp đã nộp,Thuế thu nhập doanh nghiệp đã nộp,15,,(208.771),(220.327),15.0,,-208771.0,-220327.0
Lưu chuyển tiền thuần từ hoạt độngkinh doanh,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Lưu chuyển tiền thuần từ hoạt độngkinh doanh,Lưu chuyển tiền thuần từ hoạt độngkinh doanh,20,,164.309,1.442.707,20.0,,164309.0,1442707.0
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,,
Tiền chi mua tài sản cố định và tài sảndài hạn khác,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền chi mua tài sản cố định và tài sảndài hạn khác,Tiền chi mua tài sản cố định và tài sảndài hạn khác,21,,(1.342.409),(4.368.186),21.0,,-1342409.0,-4368186.0
Tiền thu lại khoản đặt cọc cho mục đíchđầu tư,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền thu lại khoản đặt cọc cho mục đíchđầu tư,Tiền thu lại khoản đặt cọc cho mục đíchđầu tư,21,,827.573,750.000,21.0,,827573.0,750000.0
Tiền thu từ thanh lý tài sản cố định,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền thu từ thanh lý tài sản cố định,Tiền thu từ thanh lý tài sản cố định,22,,207,111,22.0,,207.0,111.0
Tiền chi cho vay và gửi tiền gửi có kỳ hạn,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền chi cho vay và gửi tiền gửi có kỳ hạn,Tiền chi cho vay và gửi tiền gửi có kỳ hạn,23,,(2.158.396),(2.743.193),23.0,,-2158396.0,-2743193.0
