row_label_raw,row_label_full,col_0,Lãi suất năm,31/12/2021Triệu VND,1/1/2021Triệu VND,numeric__Lãi suất năm,numeric__31/12/2021Triệu VND,numeric__1/1/2021Triệu VND
Công ty con▪ Công ty TNHH Vận hành Vincom Retail,Công ty con▪ Công ty TNHH Vận hành Vincom Retail,Công ty con▪ Công ty TNHH Vận hành Vincom Retail,10%,-,58.294,0.1,,58294.0
Các bên liên quan khác,Các bên liên quan khác,Các bên liên quan khác,Các bên liên quan khác,Các bên liên quan khác,Các bên liên quan khác,,,
Công ty Cổ phần Sản xuất và Kinh doanh Vinfast,Các bên liên quan khác > Công ty Cổ phần Sản xuất và Kinh doanh Vinfast,Công ty Cổ phần Sản xuất và Kinh doanh Vinfast,10%,295.000,-,0.1,295000.0,
,,,,295.000,58.294,,295000.0,58294.0
