row_label_raw,row_label_full,CHỈ TIỀU,Thuyết minh,31/12/2021,01/01/2021,numeric__Thuyết minh,numeric__31/12/2021,numeric__01/01/2021
VIII. Vốn và các quỹ,VIII. Vốn và các quỹ,VIII. Vốn và các quỹ,V.15,4.264.220,4.262.820,,4264220.0,4262820.0
1. Vốn của TCTD,1. Vốn của TCTD,1. Vốn của TCTD,,4.071.911,4.071.911,,4071911.0,4071911.0
a. Vốn điều lệ,a. Vốn điều lệ,a. Vốn điều lệ,,4.101.555,4.101.555,,4101555.0,4101555.0
b. Vốn đầu tư XDCB,b. Vốn đầu tư XDCB,b. Vốn đầu tư XDCB,,-,-,,,
c. Thặng dư vốn cổ phần,c. Thặng dư vốn cổ phần,c. Thặng dư vốn cổ phần,,-,-,,,
d. Cổ phiếu quỹ,c. Thặng dư vốn cổ phần > d. Cổ phiếu quỹ,d. Cổ phiếu quỹ,,(29.644),(29.644),,-29644.0,-29644.0
2. Quỹ của TCTD,c. Thặng dư vốn cổ phần > 2. Quỹ của TCTD,2. Quỹ của TCTD,,157.516,157.516,,157516.0,157516.0
3. Chênh lệch tỷ giá hối đoái,3. Chênh lệch tỷ giá hối đoái,3. Chênh lệch tỷ giá hối đoái,,-,-,,,
4. Chênh lệch đánh giá lại tài sản,4. Chênh lệch đánh giá lại tài sản,4. Chênh lệch đánh giá lại tài sản,,-,-,,,
5. Lợi nhuận chưa phân phối,4. Chênh lệch đánh giá lại tài sản > 5. Lợi nhuận chưa phân phối,5. Lợi nhuận chưa phân phối,,34.793,33.393,,34793.0,33393.0
Lợi nhuận / lỗ năm nay,4. Chênh lệch đánh giá lại tài sản > Lợi nhuận / lỗ năm nay,Lợi nhuận / lỗ năm nay,,1.400,1.212,,1400.0,1212.0
Lợi nhuận / lỗ năm trước,4. Chênh lệch đánh giá lại tài sản > Lợi nhuận / lỗ năm trước,Lợi nhuận / lỗ năm trước,,33.393,32.181,,33393.0,32181.0
TỔNG NỘ PHẢI TRẢ VÀ VỐN CHỦ SỞ HỮU,4. Chênh lệch đánh giá lại tài sản > TỔNG NỘ PHẢI TRẢ VÀ VỐN CHỦ SỞ HỮU,TỔNG NỘ PHẢI TRẢ VÀ VỐN CHỦ SỞ HỮU,,73.782.685,89.601.240,,73782685.0,89601240.0
