row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Tính chất giao dịch,Phát sinh trong năm,Số dư tại 31/12/2021 Phải thu/ (Phải trả),numeric__Mối quan hệ,numeric__Tính chất giao dịch,numeric__Phát sinh trong năm,numeric__Số dư tại 31/12/2021 Phải thu/ (Phải trả)
Ban điều hành,Ban điều hành,Ban điều hành,Thành viên chủ chốt,Lương thường Ban Tổng Giám đốc,13.295,-,,,13295.0,
Ban điều hành,Ban điều hành,Ban điều hành,Thành viên chủ chốt,"Thù lao HĐQT, BKS",12.365,-,,,12365.0,
