row_label_raw,row_label_full,CHỈ TIỀU,Thuyết minh,Năm 2021,Năm 2020,numeric__Thuyết minh,numeric__Năm 2021,numeric__Năm 2020
1. Thu nhập lãi và các khoản thu nhập tương tự,1. Thu nhập lãi và các khoản thu nhập tương tự,1. Thu nhập lãi và các khoản thu nhập tương tự,VI.16,5.542.515,5.958.774,,5542515.0,5958774.0
2. Chỉ phí lãi và các chỉ phí tương tự,2. Chỉ phí lãi và các chỉ phí tương tự,2. Chỉ phí lãi và các chỉ phí tương tự,VI.17,4.283.296,4.525.032,,4283296.0,4525032.0
I. Thu nhập lãi thuần,I. Thu nhập lãi thuần,I. Thu nhập lãi thuần,,1.259.219,1.433.742,,1259219.0,1433742.0
3. Thu nhập từ hoạt động dịch vụ,3. Thu nhập từ hoạt động dịch vụ,3. Thu nhập từ hoạt động dịch vụ,,243.405,114.551,,243405.0,114551.0
4. Chỉ phí hoạt động dịch vụ,4. Chỉ phí hoạt động dịch vụ,4. Chỉ phí hoạt động dịch vụ,,99.773,69.762,,99773.0,69762.0
II. Lãi/lỗ thuần từ hoạt động dịch vụ,II. Lãi/lỗ thuần từ hoạt động dịch vụ,II. Lãi/lỗ thuần từ hoạt động dịch vụ,VI.18,143.632,44.789,,143632.0,44789.0
III. Lãi/lỗ thuần từ hoạt động kinh doanh ngoại hồi,III. Lãi/lỗ thuần từ hoạt động kinh doanh ngoại hồi,III. Lãi/lỗ thuần từ hoạt động kinh doanh ngoại hồi,VI.19,(18.199),13.641,,-18199.0,13641.0
IV. Lãi/lỗ thuần từ mua bán chứng khoán kinh doanh,IV. Lãi/lỗ thuần từ mua bán chứng khoán kinh doanh,IV. Lãi/lỗ thuần từ mua bán chứng khoán kinh doanh,,-,-,,,
V. Lãi/lỗ thuần từ mua bán chứng khoán đầu tư,IV. Lãi/lỗ thuần từ mua bán chứng khoán kinh doanh > V. Lãi/lỗ thuần từ mua bán chứng khoán đầu tư,V. Lãi/lỗ thuần từ mua bán chứng khoán đầu tư,VI.20,356.714,158.541,,356714.0,158541.0
5. Thu nhập từ hoạt động khác,IV. Lãi/lỗ thuần từ mua bán chứng khoán kinh doanh > 5. Thu nhập từ hoạt động khác,5. Thu nhập từ hoạt động khác,,60.822,120.308,,60822.0,120308.0
6. Chỉ phí hoạt động khác,IV. Lãi/lỗ thuần từ mua bán chứng khoán kinh doanh > 6. Chỉ phí hoạt động khác,6. Chỉ phí hoạt động khác,,100.081,116.098,,100081.0,116098.0
VI. Lãi/lỗ thuần từ hoạt động khác,IV. Lãi/lỗ thuần từ mua bán chứng khoán kinh doanh > VI. Lãi/lỗ thuần từ hoạt động khác,VI. Lãi/lỗ thuần từ hoạt động khác,VI.21,(39.259),4.210,,-39259.0,4210.0
"VII. Thu nhập từ góp vốn, mua cổ phần","VII. Thu nhập từ góp vốn, mua cổ phần","VII. Thu nhập từ góp vốn, mua cổ phần",,-,-,,,
VIII. Chỉ phí hoạt động,"VII. Thu nhập từ góp vốn, mua cổ phần > VIII. Chỉ phí hoạt động",VIII. Chỉ phí hoạt động,VI.22,950.593,802.677,,950593.0,802677.0
IX. Lợi nhuận thuần từ hoạt động kinh doanh trước chi phí dự phòng rủi ro tín dụng,"VII. Thu nhập từ góp vốn, mua cổ phần > IX. Lợi nhuận thuần từ hoạt động kinh doanh trước chi phí dự phòng rủi ro tín dụng",IX. Lợi nhuận thuần từ hoạt động kinh doanh trước chi phí dự phòng rủi ro tín dụng,,751.514,852.246,,751514.0,852246.0
X.1 Chỉ phí dự phòng rủi ro tín dụng,"VII. Thu nhập từ góp vốn, mua cổ phần > X.1 Chỉ phí dự phòng rủi ro tín dụng",X.1 Chỉ phí dự phòng rủi ro tín dụng,,243.057,48.335,,243057.0,48335.0
X.2 Các khoản xử lý theo phương án cơ cấu lại NH,"VII. Thu nhập từ góp vốn, mua cổ phần > X.2 Các khoản xử lý theo phương án cơ cấu lại NH",X.2 Các khoản xử lý theo phương án cơ cấu lại NH,,506.147,800.173,,506147.0,800173.0
XI. Tổng lợi nhuận trước thuế,"VII. Thu nhập từ góp vốn, mua cổ phần > XI. Tổng lợi nhuận trước thuế",XI. Tổng lợi nhuận trước thuế,,2.310,3.738,,2310.0,3738.0
7. Chỉ phí thuế TNDN hiện hành,"VII. Thu nhập từ góp vốn, mua cổ phần > 7. Chỉ phí thuế TNDN hiện hành",7. Chỉ phí thuế TNDN hiện hành,,910,2.526,,910.0,2526.0
8. Chỉ phí thuế TNDN hoãn lại,8. Chỉ phí thuế TNDN hoãn lại,8. Chỉ phí thuế TNDN hoãn lại,,-,-,,,
XII. Chỉ phí thuế Thu nhập doanh nghiệp,8. Chỉ phí thuế TNDN hoãn lại > XII. Chỉ phí thuế Thu nhập doanh nghiệp,XII. Chỉ phí thuế Thu nhập doanh nghiệp,VI.23,910,2.526,,910.0,2526.0
XIII. Lợi nhuận sau thuế Thu nhập doanh nghiệp,8. Chỉ phí thuế TNDN hoãn lại > XIII. Lợi nhuận sau thuế Thu nhập doanh nghiệp,XIII. Lợi nhuận sau thuế Thu nhập doanh nghiệp,,1.400,1.212,,1400.0,1212.0
XIV. Lợi ích của cổ đông thiểu số,XIV. Lợi ích của cổ đông thiểu số,XIV. Lợi ích của cổ đông thiểu số,,-,-,,,
XV. Lãi cơ bản trên cổ phiếu (VND/1 cổ phiếu),XIV. Lợi ích của cổ đông thiểu số > XV. Lãi cơ bản trên cổ phiếu (VND/1 cổ phiếu),XV. Lãi cơ bản trên cổ phiếu (VND/1 cổ phiếu),VI.15.2,3,3,,3.0,3.0
