row_label_raw,row_label_full,Chỉ tiêu,Quá hạn > Trên 3 tháng,Quá hạn > Đến 3 tháng,Trong hạn > Dế n 1 tháng,Trong hạn > Từ 1 - 3 tháng,Trong hạn > Từ 3 - 12 tháng,Trong hạn > Trên 1 năm,Tổng,numeric__Quá hạn > Trên 3 tháng,numeric__Quá hạn > Đến 3 tháng,numeric__Trong hạn > Dế n 1 tháng,numeric__Trong hạn > Từ 1 - 3 tháng,numeric__Trong hạn > Từ 3 - 12 tháng,numeric__Trong hạn > Trên 1 năm,numeric__Tổng
"Tiền mặt, vàng bạc, đá quỹ","Tiền mặt, vàng bạc, đá quỹ","Tiền mặt, vàng bạc, đá quỹ",-,-,242.435,-,-,-,242.435,,,242435.0,,,,242435.0
Tiền gửi tại ngắn hàng Nhà nước,Tiền gửi tại ngắn hàng Nhà nước,Tiền gửi tại ngắn hàng Nhà nước,-,-,1.966.518,-,-,-,1.966.518,,,1966518.0,,,,1966518.0
"Tiền, vàng gửi tại và cho vay các TCTD khác (*)","Tiền, vàng gửi tại và cho vay các TCTD khác (*)","Tiền, vàng gửi tại và cho vay các TCTD khác (*)",-,-,3.064.610,-,136.554,-,3.201.164,,,3064610.0,,136554.0,,3201164.0
Các công cụ tài chính phải sinh và các tài sản tài chính khác (*),Các công cụ tài chính phải sinh và các tài sản tài chính khác (*),Các công cụ tài chính phải sinh và các tài sản tài chính khác (*),-,-,-,-,-,-,-,,,,,,,
Cho vay khách hàng (*),Các công cụ tài chính phải sinh và các tài sản tài chính khác (*) > Cho vay khách hàng (*),Cho vay khách hàng (*),3.058.531,1.251.922,1.246.900,3.037.783,10.335.250,22.684.633,41.615.019,3058531.0,1251922.0,1246900.0,3037783.0,10335250.0,22684633.0,41615019.0
Chứng khoán đầu tư (*),Các công cụ tài chính phải sinh và các tài sản tài chính khác (*) > Chứng khoán đầu tư (*),Chứng khoán đầu tư (*),-,-,-,-,249.969,10.263.956,10.513.925,,,,,249969.0,10263956.0,10513925.0
"Góp vốn, đầu tư dài hạn (*)","Các công cụ tài chính phải sinh và các tài sản tài chính khác (*) > Góp vốn, đầu tư dài hạn (*)","Góp vốn, đầu tư dài hạn (*)",-,-,-,-,-,719.600,719.600,,,,,,719600.0,719600.0
Tải sản cố định và Bất động sản đầu tư,Các công cụ tài chính phải sinh và các tài sản tài chính khác (*) > Tải sản cố định và Bất động sản đầu tư,Tải sản cố định và Bất động sản đầu tư,-,-,-,-,-,708.033,708.033,,,,,,708033.0,708033.0
Tải sản Có khác (*),Các công cụ tài chính phải sinh và các tài sản tài chính khác (*) > Tải sản Có khác (*),Tải sản Có khác (*),-,-,149.466,129.072,345.372,15.554.257,16.178.167,,,149466.0,129072.0,345372.0,15554257.0,16178167.0
Tổng Tài sản,Các công cụ tài chính phải sinh và các tài sản tài chính khác (*) > Tổng Tài sản,Tổng Tài sản,3.058.531,1.251.922,6.669.929,3.166.855,11.067.145,49.930.479,75.144.861,3058531.0,1251922.0,6669929.0,3166855.0,11067145.0,49930479.0,75144861.0
Nợ phải trả,Nợ phải trả,Nợ phải trả,,,,,,,,,,,,,,
Tiền gửi của và vay từ các TCTD khác,Nợ phải trả > Tiền gửi của và vay từ các TCTD khác,Tiền gửi của và vay từ các TCTD khác,-,-,472.675,-,136.620,-,609.295,,,472675.0,,136620.0,,609295.0
Tiền vay từ Chính phủ và NHNN,Nợ phải trả > Tiền vay từ Chính phủ và NHNN,Tiền vay từ Chính phủ và NHNN,-,-,1.778,-,-,-,1.778,,,1778.0,,,,1778.0
Tiền gửi của khách hàng,Nợ phải trả > Tiền gửi của khách hàng,Tiền gửi của khách hàng,-,-,18.001.078,13.911.541,21.658.582,10.948.892,64.520.093,,,18001078.0,13911541.0,21658582.0,10948892.0,64520093.0
Các công cụ tài chính phải sinh và các khoản nợ tài chính khác,Nợ phải trả > Các công cụ tài chính phải sinh và các khoản nợ tài chính khác,Các công cụ tài chính phải sinh và các khoản nợ tài chính khác,-,-,39.179,-,-,-,39.179,,,39179.0,,,,39179.0
"Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro","Nợ phải trả > Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro","Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro",-,-,-,-,-,43.684,43.684,,,,,,43684.0,43684.0
Phát hành giấy tờ có giá,Nợ phải trả > Phát hành giấy tờ có giá,Phát hành giấy tờ có giá,-,-,2.002,1,9.503,2.001.675,2.013.181,,,2002.0,1.0,9503.0,2001675.0,2013181.0
Các khoản nợ khác,Nợ phải trả > Các khoản nợ khác,Các khoản nợ khác,-,-,1.077.074,483.805,720.440,9.936,2.291.255,,,1077074.0,483805.0,720440.0,9936.0,2291255.0
Tổng Nợ phải trả,Nợ phải trả > Tổng Nợ phải trả,Tổng Nợ phải trả,-,-,19.593.785,14.395.348,22.525.145,13.004.187,69.518.465,,,19593785.0,14395348.0,22525145.0,13004187.0,69518465.0
Mức chênh thanh khoản ròng,Nợ phải trả > Mức chênh thanh khoản ròng,Mức chênh thanh khoản ròng,3.058.531,1.251.922,(12.923.855),(11.228.493),(11.458.001),36.926.292,5.626.396,3058531.0,1251922.0,-12923855.0,-11228493.0,-11458001.0,36926292.0,5626396.0
