row_label_raw,row_label_full,Chỉ tiêu,Số dư đầu năm,Phát sinh trong năm > Số phải nộp,Phát sinh trong năm > Số đã nộp,Số dư cuối năm,numeric__Số dư đầu năm,numeric__Phát sinh trong năm > Số phải nộp,numeric__Phát sinh trong năm > Số đã nộp,numeric__Số dư cuối năm
1. Thuế GTGT,1. Thuế GTGT,1. Thuế GTGT,1.609,24.779,23.081,3.307,1609.0,24779.0,23081.0,3307.0
2. Thuế TNDN,2. Thuế TNDN,2. Thuế TNDN,1.232,910,1.427,715,1232.0,910.0,1427.0,715.0
3. Các loại thuế khác,3. Các loại thuế khác,3. Các loại thuế khác,2.535,29.597,28.176,3.956,2535.0,29597.0,28176.0,3956.0
Tổng cộng,Tổng cộng,Tổng cộng,5.376,55.286,52.684,7.978,5376.0,55286.0,52684.0,7978.0
