row_label_raw,row_label_full,col_0,Số cuối năm,Ngàn VND Số đầu năm,numeric__Số cuối năm,numeric__Ngàn VND Số đầu năm
Phải trả người bán hàng hóa và cung cấp dịch vụ,Phải trả người bán hàng hóa và cung cấp dịch vụ,Phải trả người bán hàng hóa và cung cấp dịch vụ,272.689.909,511.895.248,272689909.0,511895248.0
- THAGRICO,- THAGRICO,- THAGRICO,112.713.913,205.532.754,112713913.0,205532754.0
- Công ty TNHH Phân Phối Thaco Auto,- Công ty TNHH Phân Phối Thaco Auto,- Công ty TNHH Phân Phối Thaco Auto,24.300.000,-,24300000.0,
- Công ty TNHH MTV Tổ hợp Cơ khí Thaco Chu Lai,- Công ty TNHH MTV Tổ hợp Cơ khí Thaco Chu Lai,- Công ty TNHH MTV Tổ hợp Cơ khí Thaco Chu Lai,21.720.834,73.889.700,21720834.0,73889700.0
- Công ty Cổ phần Lapacco,- Công ty Cổ phần Lapacco,- Công ty Cổ phần Lapacco,11.614.016,48.581.292,11614016.0,48581292.0
- Khác,- Khác,- Khác,102.341.146,183.891.502,102341146.0,183891502.0
Phải trả nhà thầu xây dựng,Phải trả nhà thầu xây dựng,Phải trả nhà thầu xây dựng,10.508.955,3.914.277,10508955.0,3914277.0
Phải trả người bán máy móc và thiết bị,Phải trả người bán máy móc và thiết bị,Phải trả người bán máy móc và thiết bị,2.441.156,35.039.389,2441156.0,35039389.0
Phải trả khác,Phải trả khác,Phải trả khác,11.719.328,-,11719328.0,
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,297.359.348,550.848.914,297359348.0,550848914.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Phải trả các bên liên quan (TM số 31),Trong đó: > Phải trả các bên liên quan (TM số 31),Phải trả các bên liên quan (TM số 31),191.718.831,297.856.878,191718831.0,297856878.0
Phải trả các bên khác,Trong đó: > Phải trả các bên khác,Phải trả các bên khác,105.640.517,252.992.036,105640517.0,252992036.0
