row_label_raw,row_label_full,Số đầu năm,Năm nay > 4.796.085.068,Năm trước > 8.082.842.476,numeric__Năm nay > 4.796.085.068,numeric__Năm trước > 8.082.842.476
Mua mới,Mua mới,Mua mới,487.138.576,203.601.436,487138576.0,203601436.0
Chênh lệch tỷ giá,Chênh lệch tỷ giá,Chênh lệch tỷ giá,305.966.631,(644.955.677),305966631.0,-644955677.0
Chi phí lãi vay được vốn hóa,Chi phí lãi vay được vốn hóa,Chi phí lãi vay được vốn hóa,72.366.233,78.057.027,72366233.0,78057027.0
Thanh lý công ty con,Thanh lý công ty con,Thanh lý công ty con,-,(2.690.612.327),,-2690612327.0
Kết chuyển tài sản cố định hữu hình,Kết chuyển tài sản cố định hữu hình,Kết chuyển tài sản cố định hữu hình,(569.283.535),(426.337.313),-569283535.0,-426337313.0
Xoá số vườn cây,Xoá số vườn cây,Xoá số vườn cây,(1.233.849.976),-,-1233849976.0,
Khác,Khác,Khác,30.439.686,193.489.446,30439686.0,193489446.0
Số cuối năm,Số cuối năm,Số cuối năm,3.888.862.683,4.796.085.068,3888862683.0,4796085068.0
