row_label_raw,row_label_full,col_0,Số cuối năm,Ngàn VND Số đầu năm,numeric__Số cuối năm,numeric__Ngàn VND Số đầu năm
Chi phí sản xuất kinh doanh dở dang Trong đó:,Chi phí sản xuất kinh doanh dở dang Trong đó:,Chi phí sản xuất kinh doanh dở dang Trong đó:,1.357.094.568,1.202.159.353,1357094568.0,1202159353.0
Hợp đồng xây dựng (i),Hợp đồng xây dựng (i),Hợp đồng xây dựng (i),882.075.702,750.115.168,882075702.0,750115168.0
"Hoạt động sản xuất, trồng trọt (ii)","Hoạt động sản xuất, trồng trọt (ii)","Hoạt động sản xuất, trồng trọt (ii)",475.018.866,452.044.185,475018866.0,452044185.0
Nguyên vật liệu,Nguyên vật liệu,Nguyên vật liệu,238.223.795,267.513.760,238223795.0,267513760.0
Thành phẩm,Thành phẩm,Thành phẩm,46.254.525,41.500.177,46254525.0,41500177.0
"Công cụ, dụng cụ","Công cụ, dụng cụ","Công cụ, dụng cụ",25.057.803,22.696.785,25057803.0,22696785.0
Hàng hóa,Hàng hóa,Hàng hóa,18.489.710,25.069.800,18489710.0,25069800.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,1.685.120.401,1.558.939.875,1685120401.0,1558939875.0
Dự phòng giảm giá hàng tồn kho,Dự phòng giảm giá hàng tồn kho,Dự phòng giảm giá hàng tồn kho,(22.745.601),(2.325.394),-22745601.0,-2325394.0
GIÁ TRỊ THUÀN,GIÁ TRỊ THUÀN,GIÁ TRỊ THUÀN,1.662.374.800,1.556.614.481,1662374800.0,1556614481.0
