row_label_raw,row_label_full,col_0,Số cuối năm,Ngàn VND Số đầu năm,numeric__Số cuối năm,numeric__Ngàn VND Số đầu năm
Phải thu từ hoạt động xây dựng sân bay cho Chính phủ Lào (i),Phải thu từ hoạt động xây dựng sân bay cho Chính phủ Lào (i),Phải thu từ hoạt động xây dựng sân bay cho Chính phủ Lào (i),733.940.875,729.579.626,733940875.0,729579626.0
Phải thu từ bán hàng và cung cấp dịch vụ,Phải thu từ bán hàng và cung cấp dịch vụ,Phải thu từ bán hàng và cung cấp dịch vụ,104.861.150,166.063.844,104861150.0,166063844.0
"- Công ty Cổ phần Nông Lâm NghiệpCánh Đồng Vàng (""Cánh Đồng Vàng"")","- Công ty Cổ phần Nông Lâm NghiệpCánh Đồng Vàng (""Cánh Đồng Vàng"")","- Công ty Cổ phần Nông Lâm NghiệpCánh Đồng Vàng (""Cánh Đồng Vàng"")",24.541.653,24.541.653,24541653.0,24541653.0
"- Zhengzhou Tai Wang Import and Export Trade Co., Ltd","- Zhengzhou Tai Wang Import and Export Trade Co., Ltd","- Zhengzhou Tai Wang Import and Export Trade Co., Ltd",20.373.151,19.742.067,20373151.0,19742067.0
- THAGRICO,- THAGRICO,- THAGRICO,-,42.753.287,,42753287.0
- Các khách hàng khác,- Các khách hàng khác,- Các khách hàng khác,59.946.346,79.026.837,59946346.0,79026837.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,838.802.025,895.643.470,838802025.0,895643470.0
Dự phòng phải thu ngắn hạn khó đòi,Dự phòng phải thu ngắn hạn khó đòi,Dự phòng phải thu ngắn hạn khó đòi,(63.812.369),(44.233.627),-63812369.0,-44233627.0
GIÁ TRỊ THUÀN,GIÁ TRỊ THUÀN,GIÁ TRỊ THUÀN,774.989.656,851.409.843,774989656.0,851409843.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Phải thu các bên liên quan (TM số 31),Trong đó: > Phải thu các bên liên quan (TM số 31),Phải thu các bên liên quan (TM số 31),629.381,47.876.044,629381.0,47876044.0
Phải thu bên khác,Trong đó: > Phải thu bên khác,Phải thu bên khác,774.360.275,803.533.799,774360275.0,803533799.0
