row_label_raw,row_label_full,"Bên cho vay > THAGRICO > Công ty cổ phầnHoàng Anh Gia Lai(""HAG"") (*)",Số cuối nămNgân VND > 2.804.396.451 > 1.513.552.517,Thời hạn thanh toán > Từ ngày 16 tháng 5 năm 2023đến ngày 30 tháng 12 năm 2024 > Từ ngày 30 tháng 4 năm 2023đến ngày 30 tháng 9 năm 2024,"Lãi suất%/năm > 7,50 - 14,50 > 0,00",numeric__Số cuối nămNgân VND > 2.804.396.451 > 1.513.552.517,numeric__Thời hạn thanh toán > Từ ngày 16 tháng 5 năm 2023đến ngày 30 tháng 12 năm 2024 > Từ ngày 30 tháng 4 năm 2023đến ngày 30 tháng 9 năm 2024,"numeric__Lãi suất%/năm > 7,50 - 14,50 > 0,00"
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,4.317.948.968,,,4317948968.0,,
Trong đó:Vay dài hạnVay dài hạn đếnhạn trả,Trong đó:Vay dài hạnVay dài hạn đếnhạn trả,Trong đó:Vay dài hạnVay dài hạn đếnhạn trả,1.599.896.488,,,1599896488.0,,
Trong đó:Vay dài hạnVay dài hạn đếnhạn trả,Trong đó:Vay dài hạnVay dài hạn đếnhạn trả,Trong đó:Vay dài hạnVay dài hạn đếnhạn trả,2.718.052.480,,,2718052480.0,,
