row_label_raw,row_label_full,col_0,Số cuối năm,Ngàn VND Số đầu năm,numeric__Số cuối năm,numeric__Ngàn VND Số đầu năm
Trả trước cho nhà cung cấp hàng hóa và dịch vụ,Trả trước cho nhà cung cấp hàng hóa và dịch vụ,Trả trước cho nhà cung cấp hàng hóa và dịch vụ,30.144.257,42.936.831,30144257.0,42936831.0
- THAGRICO,- THAGRICO,- THAGRICO,22.627.027,39.013.212,22627027.0,39013212.0
- Khác,- Khác,- Khác,7.517.230,3.923.619,7517230.0,3923619.0
Trả trước cho nhà thầu xây dựng và mua máy móc thiết bị,Trả trước cho nhà thầu xây dựng và mua máy móc thiết bị,Trả trước cho nhà thầu xây dựng và mua máy móc thiết bị,80.821.277,6.767.363,80821277.0,6767363.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,110.965.534,49.704.194,110965534.0,49704194.0
Dự phòng trả trước cho người bán ngắn hạn,Dự phòng trả trước cho người bán ngắn hạn,Dự phòng trả trước cho người bán ngắn hạn,(2.252.760),(2.391.913),-2252760.0,-2391913.0
GIÁ TRỊ THUÀN,GIÁ TRỊ THUÀN,GIÁ TRỊ THUÀN,108.712.774,47.312.281,108712774.0,47312281.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Trả trước cho các bên liên quan (TM số 31),Trong đó: > Trả trước cho các bên liên quan (TM số 31),Trả trước cho các bên liên quan (TM số 31),24.554.199,39.412.221,24554199.0,39412221.0
Trả trước cho các bên khác,Trong đó: > Trả trước cho các bên khác,Trả trước cho các bên khác,84.158.575,7.900.060,84158575.0,7900060.0
