row_label_raw,row_label_full,Chỉ tiêu,BCTC năm2022 đã được kiểm toán,BCTC năm2021 đã được kiểm toán,Chênh lệch,numeric__BCTC năm2022 đã được kiểm toán,numeric__BCTC năm2021 đã được kiểm toán,numeric__Chênh lệch
Lợi nhuận/(lỗ) sau thuế trên BCTC tổng hợp,Lợi nhuận/(lỗ) sau thuế trên BCTC tổng hợp,Lợi nhuận/(lỗ) sau thuế trên BCTC tổng hợp,"222,9","(255,8)","448,7",222.9,-255.8,448.7
Lỗ sau thuế trên BCTC hợp nhất,Lỗ sau thuế trên BCTC hợp nhất,Lỗ sau thuế trên BCTC hợp nhất,"(3.576,4)","(1.119,4)","(2.457,0)",-3576.4,-1119.4,-2457.0
