row_label_raw,row_label_full,col_0,Bảng cân đối kế toán hợp nhất,Bảng cân đối kế toán hợp nhất_1,Báo cáo kết quả hoạt động kinh doanh hợp nhất,Báo cáo kết quả hoạt động kinh doanh hợp nhất_1,numeric__Bảng cân đối kế toán hợp nhất,numeric__Bảng cân đối kế toán hợp nhất_1,numeric__Báo cáo kết quả hoạt động kinh doanh hợp nhất,numeric__Báo cáo kết quả hoạt động kinh doanh hợp nhất_1
,,,Số cuối năm,Số đầu năm,Năm nay,Năm trước,,,,
Tài sản thuế TNDN hoãn lại,Tài sản thuế TNDN hoãn lại,Tài sản thuế TNDN hoãn lại,Tài sản thuế TNDN hoãn lại,Tài sản thuế TNDN hoãn lại,Tài sản thuế TNDN hoãn lại,Tài sản thuế TNDN hoãn lại,,,,
Chênh lệch lãi vay nội bộ ở khía cạnh hợp nhất,Tài sản thuế TNDN hoãn lại > Chênh lệch lãi vay nội bộ ở khía cạnh hợp nhất,Chênh lệch lãi vay nội bộ ở khía cạnh hợp nhất,51.076.271,61.943.176,(10.866.905),61.943.176,51076271.0,61943176.0,-10866905.0,61943176.0
Lợi nhuận nội bộ chưa thực hiện,Tài sản thuế TNDN hoãn lại > Lợi nhuận nội bộ chưa thực hiện,Lợi nhuận nội bộ chưa thực hiện,53.077.570,52.142.697,934.873,(2.281.434),53077570.0,52142697.0,934873.0,-2281434.0
TỔNG CỘNG,Tài sản thuế TNDN hoãn lại > TỔNG CỘNG,TỔNG CỘNG,104.153.841,114.085.873,(9.932.032),59.661.742,104153841.0,114085873.0,-9932032.0,59661742.0
Thuế TNDN hoãn lại phải trả,Thuế TNDN hoãn lại phải trả,Thuế TNDN hoãn lại phải trả,Thuế TNDN hoãn lại phải trả,Thuế TNDN hoãn lại phải trả,Thuế TNDN hoãn lại phải trả,Thuế TNDN hoãn lại phải trả,,,,
Dự phòng khoản đầu tư vào công ty con,Thuế TNDN hoãn lại phải trả > Dự phòng khoản đầu tư vào công ty con,Dự phòng khoản đầu tư vào công ty con,(20.000.000),(20.000.000),-,121.070.733,-20000000.0,-20000000.0,,121070733.0
(Chi phí) thu nhập thuế TNDN hoãn lại,Thuế TNDN hoãn lại phải trả > (Chi phí) thu nhập thuế TNDN hoãn lại,(Chi phí) thu nhập thuế TNDN hoãn lại,(Chi phí) thu nhập thuế TNDN hoãn lại,(Chi phí) thu nhập thuế TNDN hoãn lại,(9.932.032),180.732.475,,,-9932032.0,180732475.0
