row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Số cuối năm,Số đầu năm,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
100,100,100,A. TÀI SẢN NGĂN HẠN,,3.039.104.581,2.848.620.947,,,3039104581.0,2848620947.0
110,110,110,I. Tiền,5,27.802.937,29.941.540,,5.0,27802937.0,29941540.0
111,111,111,1. Tiền,,27.802.937,29.941.540,,,27802937.0,29941540.0
130,130,130,II. Các khoản phải thu ngắn hạn,,1.255.225.751,1.187.670.151,,,1255225751.0,1187670151.0
131,131,131,1. Phải thu ngắn hạn của khách hàng,6,838.802.025,895.643.470,,6.0,838802025.0,895643470.0
132,132,132,2. Trả trước cho người bán ngắn hạn,7,110.965.534,49.704.194,,7.0,110965534.0,49704194.0
135,135,135,3. Phải thu về cho vay ngắn hạn,9,119.365.500,-,,9.0,119365500.0,
136,136,136,4. Phải thu ngắn hạn khác,8,273.169.821,303.656.427,,8.0,273169821.0,303656427.0
137,137,137,5. Dự phòng phải thu ngắn hạn khó đòi,"6, 7, 8",(87.077.129),(61.333.940),,,-87077129.0,-61333940.0
140,140,140,III. Hàng tồn kho,10,1.662.374.800,1.556.614.481,,10.0,1662374800.0,1556614481.0
141,141,141,1. Hàng tồn kho,,1.685.120.401,1.558.939.875,,,1685120401.0,1558939875.0
149,149,149,2. Dự phòng giảm giá hàng tồn kho,,(22.745.601),(2.325.394),,,-22745601.0,-2325394.0
150,150,150,IV. Tài sản ngắn hạn khác,,93.701.093,74.394.775,,,93701093.0,74394775.0
151,151,151,1. Chi phí trả trước ngắn hạn,16,5.597.295,4.096.291,,16.0,5597295.0,4096291.0
152,152,152,2. Thuế GTGT được khấu trừ,19,87.817.410,70.012.096,,19.0,87817410.0,70012096.0
153,153,153,3. Thuế và các khoản khác phải thu Nhà nước,19,286.388,286.388,,19.0,286388.0,286388.0
200,200,200,B. TÀI SẢN DÀI HẠN,,9.630.741.741,11.168.425.462,,,9630741741.0,11168425462.0
210,210,210,I. Khoản phải thu dài hạn,,220.713,450.117,,,220713.0,450117.0
216,216,216,1. Phải thu dài hạn khác,8,220.713,450.117,,8.0,220713.0,450117.0
220,220,220,II. Tài sản cố định,,5.247.478.291,5.882.779.284,,,5247478291.0,5882779284.0
221,221,221,1. Tài sản cố định hữu hình,11,5.237.921.790,5.872.791.127,,11.0,5237921790.0,5872791127.0
222,222,222,Nguyên giá,,7.437.157.166,7.742.057.487,,,7437157166.0,7742057487.0
223,223,223,Giá trị khấu hao lũy kế,,(2.199.235.376),(1.869.266.360),,,-2199235376.0,-1869266360.0
227,227,227,2. Tài sản cố định vô hình,12,9.556.501,9.988.157,,12.0,9556501.0,9988157.0
228,228,228,Nguyên giá,,11.549.834,11.233.990,,,11549834.0,11233990.0
229,229,229,Giá trị hao mòn lũy kế,,(1.993.333),(1.245.833),,,-1993333.0,-1245833.0
240,240,240,III. Tài sản dở dang dài hạn,,3.888.862.683,4.796.085.068,,,3888862683.0,4796085068.0
242,242,242,1. Chi phí xây dựng cơ bản dở dang,13,3.888.862.683,4.796.085.068,,13.0,3888862683.0,4796085068.0
250,250,250,IV. Đầu tư tài chính dài hạn,15,330.666.827,320.033.419,,15.0,330666827.0,320033419.0
252,252,252,1. Đầu tư vào công ty liên kết,,330.666.827,320.033.419,,,330666827.0,320033419.0
253,253,253,2. Đầu tư góp vốn vào đơn vị khác,,2.594.610,2.594.610,,,2594610.0,2594610.0
254,254,254,3. Dự phòng đầu tư tài chính dài hạn,,(2.594.610),(2.594.610),,,-2594610.0,-2594610.0
260,260,260,V. Tài sản dài hạn khác,,163.513.227,169.077.574,,,163513227.0,169077574.0
261,261,261,1. Chi phí trả trước dài hạn,16,59.359.386,54.991.701,,16.0,59359386.0,54991701.0
262,262,262,2. Tài sản thuế thu nhập hoãn lại,30.3,104.153.841,114.085.873,,303.0,104153841.0,114085873.0
270,270,270,TỔNG CỘNG TÀI SẢN,,12.669.846.322,14.017.046.409,,,12669846322.0,14017046409.0
