row_label_raw,row_label_full,col_0,Số cuối năm,Ngàn VND Số đầu năm,numeric__Số cuối năm,numeric__Ngàn VND Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,113.563.191,231.557.270,113563191.0,231557270.0
Phải trả tiền thuê đất,Phải trả tiền thuê đất,Phải trả tiền thuê đất,82.220.777,61.589.759,82220777.0,61589759.0
Phải trả tiền mượn công ty (*),Phải trả tiền mượn công ty (*),Phải trả tiền mượn công ty (*),9.573.048,150.774.975,9573048.0,150774975.0
Phải trả ngắn hạn khác,Phải trả ngắn hạn khác,Phải trả ngắn hạn khác,21.769.366,19.192.536,21769366.0,19192536.0
Dài hạn,Dài hạn,Dài hạn,206.116.917,213.795.862,206116917.0,213795862.0
Phải trả tiền thuê đất,Phải trả tiền thuê đất,Phải trả tiền thuê đất,138.055.417,131.522.095,138055417.0,131522095.0
Phải trả tiền mượn công ty (*),Phải trả tiền mượn công ty (*),Phải trả tiền mượn công ty (*),67.446.878,82.273.767,67446878.0,82273767.0
Nhận ký quỹ,Nhận ký quỹ,Nhận ký quỹ,614.622,-,614622.0,
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,319.680.108,445.353.132,319680108.0,445353132.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Phải trả các bên liên quan (TM số 31),Phải trả các bên liên quan (TM số 31),Phải trả các bên liên quan (TM số 31),Phải trả các bên liên quan (TM số 31),Phải trả các bên liên quan (TM số 31),,
- Ngắn hạn,Phải trả các bên liên quan (TM số 31) > - Ngắn hạn,- Ngắn hạn,10.101.055,143.765.820,10101055.0,143765820.0
- Dài hạn,Phải trả các bên liên quan (TM số 31) > - Dài hạn,- Dài hạn,9.163.143,18.886.549,9163143.0,18886549.0
Phải trả các bên thứ ba,Phải trả các bên liên quan (TM số 31) > Phải trả các bên thứ ba,Phải trả các bên thứ ba,300.415.910,282.700.763,300415910.0,282700763.0
