row_label_raw,row_label_full,Ngân hàng,Số cuối nămNgàn VND,Nguyên tệUSD,Thời hạn thanh toán,Lãi suất%/năm,"Tài sản thế chấp(TM số 10, 11 và 13)",numeric__Số cuối nămNgàn VND,numeric__Nguyên tệUSD,numeric__Thời hạn thanh toán,numeric__Lãi suất%/năm,"numeric__Tài sản thế chấp(TM số 10, 11 và 13)"
"LaoVietBank, Chi nhánh Attapeu (tiếp theo)","LaoVietBank, Chi nhánh Attapeu (tiếp theo)","LaoVietBank, Chi nhánh Attapeu (tiếp theo)","LaoVietBank, Chi nhánh Attapeu (tiếp theo)","LaoVietBank, Chi nhánh Attapeu (tiếp theo)","LaoVietBank, Chi nhánh Attapeu (tiếp theo)","LaoVietBank, Chi nhánh Attapeu (tiếp theo)","LaoVietBank, Chi nhánh Attapeu (tiếp theo)",,,,,
Khoản vay 3 (iii),"LaoVietBank, Chi nhánh Attapeu (tiếp theo) > Khoản vay 3 (iii)",Khoản vay 3 (iii),172.426.804,7.280.000,Từ ngày 25 tháng 7 năm 2021 đến ngày 3 tháng 10 năm 2024,"9,00","Quyền sử dụng đất thuộc sở hữu của HA Quang Minh với tổng diện tích 1.313,89 ha và quyền khai thác 749,5 ha cây ăn trái.",172426804.0,7280000.0,,9.0,
Khoản vay 4 (iv),"LaoVietBank, Chi nhánh Attapeu (tiếp theo) > Khoản vay 4 (iv)",Khoản vay 4 (iv),28.777.275,1.215.000,Từ ngày 25 tháng 5 năm 2020 đến ngày 25 tháng 11 năm 2020,"9,00",Tất cả các dụng cụ xây dựng và vật tư máy móc phục vụ cho dự án xây dựng nhà máy chế biến cọ đầu phát sinh sau khi bổ vốn đầu tư thuộc sở hữu của HA Attapeu.,28777275.0,1215000.0,,9.0,
TỔNG CỘNG,"LaoVietBank, Chi nhánh Attapeu (tiếp theo) > TỔNG CỘNG",TỔNG CỘNG,705.729.538,,,,,705729538.0,,,,
Trong đó:Vay dài hạnVay dài hạn đến hạn trả,"LaoVietBank, Chi nhánh Attapeu (tiếp theo) > Trong đó:Vay dài hạnVay dài hạn đến hạn trả",Trong đó:Vay dài hạnVay dài hạn đến hạn trả,49.264.799656.464.739,,,,,4.926479965646474e+16,,,,
"(iii) Vào ngày 31 tháng 12 năm 2022 và ngày lập báo cáo tài chính hợp nhất này, Nhóm Công ty chưa thanh toán khoản vay quá hạn với số tiền là 73.897.200 ngân VND. Tại ngày này, Nhóm Công ty đang trong quá trình làm việc với LaoVietBank để cơ cấu khoản vay này với lịch thanh toán mới từ năm 2023 đến năm 2028.(iv) Vào ngày 31 tháng 12 năm 2022 và ngày lập báo cáo tài chính hợp nhất này, Nhóm Công ty chưa thanh toán khoản vay quá hạn với số tiền là 28.777.275 ngân VND. Tại ngày này, Nhóm Công ty đang trong quá trình làm việc với LaoVietBank để cơ cấu khoản vay này với lịch thanh toán mới trong năm 2023.","(iii) Vào ngày 31 tháng 12 năm 2022 và ngày lập báo cáo tài chính hợp nhất này, Nhóm Công ty chưa thanh toán khoản vay quá hạn với số tiền là 73.897.200 ngân VND. Tại ngày này, Nhóm Công ty đang trong quá trình làm việc với LaoVietBank để cơ cấu khoản vay này với lịch thanh toán mới từ năm 2023 đến năm 2028.(iv) Vào ngày 31 tháng 12 năm 2022 và ngày lập báo cáo tài chính hợp nhất này, Nhóm Công ty chưa thanh toán khoản vay quá hạn với số tiền là 28.777.275 ngân VND. Tại ngày này, Nhóm Công ty đang trong quá trình làm việc với LaoVietBank để cơ cấu khoản vay này với lịch thanh toán mới trong năm 2023.","(iii) Vào ngày 31 tháng 12 năm 2022 và ngày lập báo cáo tài chính hợp nhất này, Nhóm Công ty chưa thanh toán khoản vay quá hạn với số tiền là 73.897.200 ngân VND. Tại ngày này, Nhóm Công ty đang trong quá trình làm việc với LaoVietBank để cơ cấu khoản vay này với lịch thanh toán mới từ năm 2023 đến năm 2028.(iv) Vào ngày 31 tháng 12 năm 2022 và ngày lập báo cáo tài chính hợp nhất này, Nhóm Công ty chưa thanh toán khoản vay quá hạn với số tiền là 28.777.275 ngân VND. Tại ngày này, Nhóm Công ty đang trong quá trình làm việc với LaoVietBank để cơ cấu khoản vay này với lịch thanh toán mới trong năm 2023.","(iii) Vào ngày 31 tháng 12 năm 2022 và ngày lập báo cáo tài chính hợp nhất này, Nhóm Công ty chưa thanh toán khoản vay quá hạn với số tiền là 73.897.200 ngân VND. Tại ngày này, Nhóm Công ty đang trong quá trình làm việc với LaoVietBank để cơ cấu khoản vay này với lịch thanh toán mới từ năm 2023 đến năm 2028.(iv) Vào ngày 31 tháng 12 năm 2022 và ngày lập báo cáo tài chính hợp nhất này, Nhóm Công ty chưa thanh toán khoản vay quá hạn với số tiền là 28.777.275 ngân VND. Tại ngày này, Nhóm Công ty đang trong quá trình làm việc với LaoVietBank để cơ cấu khoản vay này với lịch thanh toán mới trong năm 2023.","(iii) Vào ngày 31 tháng 12 năm 2022 và ngày lập báo cáo tài chính hợp nhất này, Nhóm Công ty chưa thanh toán khoản vay quá hạn với số tiền là 73.897.200 ngân VND. Tại ngày này, Nhóm Công ty đang trong quá trình làm việc với LaoVietBank để cơ cấu khoản vay này với lịch thanh toán mới từ năm 2023 đến năm 2028.(iv) Vào ngày 31 tháng 12 năm 2022 và ngày lập báo cáo tài chính hợp nhất này, Nhóm Công ty chưa thanh toán khoản vay quá hạn với số tiền là 28.777.275 ngân VND. Tại ngày này, Nhóm Công ty đang trong quá trình làm việc với LaoVietBank để cơ cấu khoản vay này với lịch thanh toán mới trong năm 2023.","(iii) Vào ngày 31 tháng 12 năm 2022 và ngày lập báo cáo tài chính hợp nhất này, Nhóm Công ty chưa thanh toán khoản vay quá hạn với số tiền là 73.897.200 ngân VND. Tại ngày này, Nhóm Công ty đang trong quá trình làm việc với LaoVietBank để cơ cấu khoản vay này với lịch thanh toán mới từ năm 2023 đến năm 2028.(iv) Vào ngày 31 tháng 12 năm 2022 và ngày lập báo cáo tài chính hợp nhất này, Nhóm Công ty chưa thanh toán khoản vay quá hạn với số tiền là 28.777.275 ngân VND. Tại ngày này, Nhóm Công ty đang trong quá trình làm việc với LaoVietBank để cơ cấu khoản vay này với lịch thanh toán mới trong năm 2023.","(iii) Vào ngày 31 tháng 12 năm 2022 và ngày lập báo cáo tài chính hợp nhất này, Nhóm Công ty chưa thanh toán khoản vay quá hạn với số tiền là 73.897.200 ngân VND. Tại ngày này, Nhóm Công ty đang trong quá trình làm việc với LaoVietBank để cơ cấu khoản vay này với lịch thanh toán mới từ năm 2023 đến năm 2028.(iv) Vào ngày 31 tháng 12 năm 2022 và ngày lập báo cáo tài chính hợp nhất này, Nhóm Công ty chưa thanh toán khoản vay quá hạn với số tiền là 28.777.275 ngân VND. Tại ngày này, Nhóm Công ty đang trong quá trình làm việc với LaoVietBank để cơ cấu khoản vay này với lịch thanh toán mới trong năm 2023.","(iii) Vào ngày 31 tháng 12 năm 2022 và ngày lập báo cáo tài chính hợp nhất này, Nhóm Công ty chưa thanh toán khoản vay quá hạn với số tiền là 73.897.200 ngân VND. Tại ngày này, Nhóm Công ty đang trong quá trình làm việc với LaoVietBank để cơ cấu khoản vay này với lịch thanh toán mới từ năm 2023 đến năm 2028.(iv) Vào ngày 31 tháng 12 năm 2022 và ngày lập báo cáo tài chính hợp nhất này, Nhóm Công ty chưa thanh toán khoản vay quá hạn với số tiền là 28.777.275 ngân VND. Tại ngày này, Nhóm Công ty đang trong quá trình làm việc với LaoVietBank để cơ cấu khoản vay này với lịch thanh toán mới trong năm 2023.",,,,,
