row_label_raw,row_label_full,(1),"Công ty TNHH Công nghiệp và Nông nghiệp Cao su Hoàng Anh - Quang Minh (""HAQM Lào"")",Nông nghiệp,"Sekong, Lào",Đang hoạt động,100,"numeric__Công ty TNHH Công nghiệp và Nông nghiệp Cao su Hoàng Anh - Quang Minh (""HAQM Lào"")",numeric__Nông nghiệp,"numeric__Sekong, Lào",numeric__Đang hoạt động,numeric__100
(2),(2),(2),"Công ty TNHH Phát triển Nông nghiệp Hoàng Anh Attapeu (""HA Attapeu"")",Nông nghiệp và xây dựng,"Attapeu, Lào",Đang hoạt động,100,,,,,100.0
(3),(3),(3),"Công ty TNHH Hoàng Anh Rattanakiri (""HA Rattanakiri"")",Nông nghiệp,"Ratanakiri, Campuchia",Đang hoạt động,100,,,,,100.0
(4),(4),(4),"Công ty TNHH Heng Brothers (""Heng Brothers"")",Nông nghiệp,"Ratanakiri, Campuchia",Đang hoạt động,100,,,,,100.0
(5),(5),(5),"Công ty TNHH MTV Hoàng Anh Oyadav (""HA Oyadav"")",Nông nghiệp,"Ratanakiri, Campuchia",Đang hoạt động,100,,,,,100.0
(6),(6),(6),"Công ty TNHH CRD (""CRD"")",Nông nghiệp,"Ratanakiri, Campuchia",Đang hoạt động,100,,,,,100.0
(7),(7),(7),"Công ty TNHH MTV Kinh doanh Xuất Nhập khẩu Hoàng Anh Gia Lai (""XNK HAGL"")",Thương mại,"Gia Lai, Việt Nam",Đang chờ giải thể,100,,,,,100.0
