row_label_raw,row_label_full,"Ngân hàng Thương mạiCổ phần Đầu tư và Phát triển Việt Nam (""BIDV"")",Số cuối năm > 1.189.474.248,Số đầu năm > 1.237.192.230,"Ngàn VNDMục đích vay > Tài trợ dự án cao su,cọ đầu và bổ sung vốnlưu động",numeric__Số cuối năm > 1.189.474.248,numeric__Số đầu năm > 1.237.192.230,"numeric__Ngàn VNDMục đích vay > Tài trợ dự án cao su,cọ đầu và bổ sung vốnlưu động"
"Ngân hàng Liên doanh Lào Việt (""LaoVietBank"")","Ngân hàng Liên doanh Lào Việt (""LaoVietBank"")","Ngân hàng Liên doanh Lào Việt (""LaoVietBank"")",705.729.538,690.338.457,"Tài trợ dự án cao su,cọ đầu, nuôi bò",705729538.0,690338457.0,
"Ngân hàng Thương mạiCổ phần Sài Gòn Thương Tín (""Sacombank"")","Ngân hàng Thương mạiCổ phần Sài Gòn Thương Tín (""Sacombank"")","Ngân hàng Thương mạiCổ phần Sài Gòn Thương Tín (""Sacombank"")",223.084.605,249.334.588,"Tài trợ dự án cao su,cọ đầu và bổ sung vốnlưu động",223084605.0,249334588.0,
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,2.118.288.391,2.176.865.275,,2118288391.0,2176865275.0,
Trong đó:Vay dài hạnVay dài hạn đến hạn trả,Trong đó:Vay dài hạnVay dài hạn đến hạn trả,Trong đó:Vay dài hạnVay dài hạn đến hạn trả,219.859.4041.898.428.987,1.396.864.433780.000.842,,2.198594041898429e+18,1.3968644337800008e+18,
