row_label_raw,row_label_full,Vay từ Tập đoàn Điện Lực Việt Nam > Khoản vay 1 (i) > Khoản vay 2 (ii),Tiền tệ > Vay từ Tập đoàn Điện Lực Việt Nam > JPY,Nămđáo hạn > Vay từ Tập đoàn Điện Lực Việt Nam > 2020 > 2021,"Lãi suất năm > Vay từ Tập đoàn Điện Lực Việt Nam > 3,21% > 2,75%",31/12/2019VND > Vay từ Tập đoàn Điện Lực Việt Nam > 389.601.848.586 > 74.874.772.056,1/1/2019VND > Vay từ Tập đoàn Điện Lực Việt Nam > 832.412.924.827 > 122.510.492.116,numeric__Tiền tệ > Vay từ Tập đoàn Điện Lực Việt Nam > JPY,numeric__Nămđáo hạn > Vay từ Tập đoàn Điện Lực Việt Nam > 2020 > 2021,"numeric__Lãi suất năm > Vay từ Tập đoàn Điện Lực Việt Nam > 3,21% > 2,75%",numeric__31/12/2019VND > Vay từ Tập đoàn Điện Lực Việt Nam > 389.601.848.586 > 74.874.772.056,numeric__1/1/2019VND > Vay từ Tập đoàn Điện Lực Việt Nam > 832.412.924.827 > 122.510.492.116
Vay từ Công ty Tài Chính Cổ phần Điện Lực,Vay từ Công ty Tài Chính Cổ phần Điện Lực,Vay từ Công ty Tài Chính Cổ phần Điện Lực,Vay từ Công ty Tài Chính Cổ phần Điện Lực,Vay từ Công ty Tài Chính Cổ phần Điện Lực,Vay từ Công ty Tài Chính Cổ phần Điện Lực,Vay từ Công ty Tài Chính Cổ phần Điện Lực,Vay từ Công ty Tài Chính Cổ phần Điện Lực,,,,,
Khoản vay 1 (iii),Vay từ Công ty Tài Chính Cổ phần Điện Lực > Khoản vay 1 (iii),Khoản vay 1 (iii),JPY,2044,"0,01% - 1,4%",1.139.383.599.423,1.006.691.746.449,,2044.0,,1139383599423.0,1006691746449.0
Vay từ Ngân hàng phát triển Châu Á,Vay từ Ngân hàng phát triển Châu Á,Vay từ Ngân hàng phát triển Châu Á,Vay từ Ngân hàng phát triển Châu Á,Vay từ Ngân hàng phát triển Châu Á,Vay từ Ngân hàng phát triển Châu Á,Vay từ Ngân hàng phát triển Châu Á,Vay từ Ngân hàng phát triển Châu Á,,,,,
Khoản vay 1 (iv),Vay từ Ngân hàng phát triển Châu Á > Khoản vay 1 (iv),Khoản vay 1 (iv),USD,2034,Lãi suất biến đổi,859.510.000.000,-,,2034.0,,859510000000.0,
Vay từ Ngân hàng Nông nghiệp và Phát triển Nông thôn – Chi nhánh Ninh Thuận,Vay từ Ngân hàng Nông nghiệp và Phát triển Nông thôn – Chi nhánh Ninh Thuận,Vay từ Ngân hàng Nông nghiệp và Phát triển Nông thôn – Chi nhánh Ninh Thuận,Vay từ Ngân hàng Nông nghiệp và Phát triển Nông thôn – Chi nhánh Ninh Thuận,Vay từ Ngân hàng Nông nghiệp và Phát triển Nông thôn – Chi nhánh Ninh Thuận,Vay từ Ngân hàng Nông nghiệp và Phát triển Nông thôn – Chi nhánh Ninh Thuận,Vay từ Ngân hàng Nông nghiệp và Phát triển Nông thôn – Chi nhánh Ninh Thuận,Vay từ Ngân hàng Nông nghiệp và Phát triển Nông thôn – Chi nhánh Ninh Thuận,,,,,
Khoản vay 1 (v),Vay từ Ngân hàng Nông nghiệp và Phát triển Nông thôn – Chi nhánh Ninh Thuận > Khoản vay 1 (v),Khoản vay 1 (v),VND,2029,Lãi suất biến đổi,314.474.100.164,311.793.673.626,,2029.0,,314474100164.0,311793673626.0
,,,,,,2.777.844.320.229,2.273.408.837.018,,,,2777844320229.0,2273408837018.0
