row_label_raw,row_label_full,Tại ngày 01/01/2015 > Trích khấu hao trong năm,1.603.013.756.131 > 402.072.919.475,303.127.313.883 > 45.025.742.091,93.336.307.352 > 10.199.761.889,94.341.994.382 > 25.367.304.739,16.141.090.949.241 > 2.001.691.176.838,18.234.910.320.989 > 2.484.356.905.032,numeric__1.603.013.756.131 > 402.072.919.475,numeric__303.127.313.883 > 45.025.742.091,numeric__93.336.307.352 > 10.199.761.889,numeric__94.341.994.382 > 25.367.304.739,numeric__16.141.090.949.241 > 2.001.691.176.838,numeric__18.234.910.320.989 > 2.484.356.905.032
"Thanh lý, nhượng bán","Thanh lý, nhượng bán","Thanh lý, nhượng bán",(293.970.479),-,-,(5.303.375.778),-,(5.597.346.257),-293970479.0,,,-5303375778.0,,-5597346257.0
Phân loại lại,Phân loại lại,Phân loại lại,576.281.727,45.651.218.355,-,-,(46.227.500.082),-,576281727.0,45651218355.0,,,-46227500082.0,
Khác,Khác,Khác,-,-,-,22.709.431,-,22.709.431,,,,22709431.0,,22709431.0
Tại ngày 31/12/2015,Tại ngày 31/12/2015,Tại ngày 31/12/2015,2.005.368.986.854,393.804.274.329,103.536.069.241,114.428.632.774,18.096.554.625.997,20.713.692.589.195,2005368986854.0,393804274329.0,103536069241.0,114428632774.0,18096554625997.0,20713692589195.0
GIÁ TRỊ CÒN LẠI,GIÁ TRỊ CÒN LẠI,GIÁ TRỊ CÒN LẠI,GIÁ TRỊ CÒN LẠI,GIÁ TRỊ CÒN LẠI,GIÁ TRỊ CÒN LẠI,GIÁ TRỊ CÒN LẠI,GIÁ TRỊ CÒN LẠI,GIÁ TRỊ CÒN LẠI,,,,,,
Tại ngày 31/12/2015,GIÁ TRỊ CÒN LẠI > Tại ngày 31/12/2015,Tại ngày 31/12/2015,2.679.038.235.202,341.587.205.385,20.848.361.183,105.336.245.934,7.674.482.160.262,10.821.292.207.966,2679038235202.0,341587205385.0,20848361183.0,105336245934.0,7674482160262.0,10821292207966.0
Tại ngày 31/12/2014,GIÁ TRỊ CÒN LẠI > Tại ngày 31/12/2014,Tại ngày 31/12/2014,3.066.798.638.829,94.612.112.163,29.060.708.753,39.787.549.684,8.300.735.100.079,11.530.994.109.508,3066798638829.0,94612112163.0,29060708753.0,39787549684.0,8300735100079.0,11530994109508.0
