row_label_raw,row_label_full,Đối tượng,31/12/2015 > Giá gốcVND,31/12/2015 > Giá trị có thể thu hồiVND,31/12/2015 > Thời gian quá hạn,31/12/2014 > Giá gốcVND,31/12/2014 > Giá trị có thể thu hồiVND,31/12/2014 > Thời gian quá hạn,numeric__31/12/2015 > Giá gốcVND,numeric__31/12/2015 > Giá trị có thể thu hồiVND,numeric__31/12/2015 > Thời gian quá hạn,numeric__31/12/2014 > Giá gốcVND,numeric__31/12/2014 > Giá trị có thể thu hồiVND,numeric__31/12/2014 > Thời gian quá hạn
Phải thu khó có khả năng,Phải thu khó có khả năng,Phải thu khó có khả năng,53.608.592.658,1.815.488.053,,51.007.268.095,-,,53608592658.0,1815488053.0,,51007268095.0,,
Công ty Cổ phần Phát triển Đô thị Dầu khí,Công ty Cổ phần Phát triển Đô thị Dầu khí,Công ty Cổ phần Phát triển Đô thị Dầu khí,50.000.000.000,-,Trên 3 năm,50.000.000.000,-,Trên 3 năm,50000000000.0,,,50000000000.0,,
Các đối tượng khác,Các đối tượng khác,Các đối tượng khác,1.015.038.296,-,Trên 3 năm,1.007.268.095,-,Trên 3 năm,1015038296.0,,,1007268095.0,,
Các đối tượng khác,Các đối tượng khác,Các đối tượng khác,2.593.554.362,1.815.488.053,Từ 6 tháng đến dưới 1 năm,-,-,-,2593554362.0,1815488053.0,,,,
