row_label_raw,row_label_full,col_0,31/12/2015,31/12/2014(Trình bày lại),numeric__31/12/2015,numeric__31/12/2014(Trình bày lại)
,,,VND,VND,,
Trích trước chi phí mua và vận chuyển khí Nam Côn Sơn,Trích trước chi phí mua và vận chuyển khí Nam Côn Sơn,Trích trước chi phí mua và vận chuyển khí Nam Côn Sơn,1.516.920.890.385,24.471.365.201,1516920890385.0,24471365201.0
Trích trước chi phí mua khí Hải Thạch - Mộc Tính,Trích trước chi phí mua khí Hải Thạch - Mộc Tính,Trích trước chi phí mua khí Hải Thạch - Mộc Tính,1.052.801.894.110,56.833.720.666,1052801894110.0,56833720666.0
Trích trước chi phí mua khí Cửu Long,Trích trước chi phí mua khí Cửu Long,Trích trước chi phí mua khí Cửu Long,958.190.984.596,860.775.750.065,958190984596.0,860775750065.0
Chi phí nhà điều hành Nam Côn Sơn,Chi phí nhà điều hành Nam Côn Sơn,Chi phí nhà điều hành Nam Côn Sơn,46.556.246.119,13.114.873.205,46556246119.0,13114873205.0
Trích trước chi phí mua khí Hàm Rồng Thái Bình,Trích trước chi phí mua khí Hàm Rồng Thái Bình,Trích trước chi phí mua khí Hàm Rồng Thái Bình,37.127.346.903,-,37127346903.0,
Trích trước chi phí vận hành mỏ Rồng Đổi Mồi và Vòm Bắc mỏ Bạch Hồ,Trích trước chi phí vận hành mỏ Rồng Đổi Mồi và Vòm Bắc mỏ Bạch Hồ,Trích trước chi phí vận hành mỏ Rồng Đổi Mồi và Vòm Bắc mỏ Bạch Hồ,28.346.328.592,15.449.452.898,28346328592.0,15449452898.0
Trích trước chi phí mua và xử lý khí Đại Hùng,Trích trước chi phí mua và xử lý khí Đại Hùng,Trích trước chi phí mua và xử lý khí Đại Hùng,20.926.716.364,-,20926716364.0,
Lãi vay phải trả,Lãi vay phải trả,Lãi vay phải trả,20.218.563.711,30.899.986.496,20218563711.0,30899986496.0
Trích trước chi phí xây dựng cơ bản dở dang,Trích trước chi phí xây dựng cơ bản dở dang,Trích trước chi phí xây dựng cơ bản dở dang,2.460.568.067,104.740.368.760,2460568067.0,104740368760.0
Trích trước chi phí thuê vận hành giàn nén VSP,Trích trước chi phí thuê vận hành giàn nén VSP,Trích trước chi phí thuê vận hành giàn nén VSP,-,10.812.876.882,,10812876882.0
Các khoản khác,Các khoản khác,Các khoản khác,62.180.352.847,27.226.876.067,62180352847.0,27226876067.0
,,,3.745.729.891.694,1.144.325.270.240,3745729891694.0,1144325270240.0
Chi phí phải trả các bên liên quan(chi tiết trình bày tại Thuyết minh 36),Chi phí phải trả các bên liên quan(chi tiết trình bày tại Thuyết minh 36),Chi phí phải trả các bên liên quan(chi tiết trình bày tại Thuyết minh 36),944.745.923.253,906.286.273.428,944745923253.0,906286273428.0
