row_label_raw,row_label_full,Chữ sở hữu/Cổ đông,Theo Giấy chứng nhận đăng ký kinh doanh thay đổi lần thứ 15,Theo Giấy chứng nhận đăng ký kinh doanh thay đổi lần thứ 15_1,Vốn đã góp tại ngày 31/12/2015,Vốn đã góp tại ngày 31/12/2014,numeric__Theo Giấy chứng nhận đăng ký kinh doanh thay đổi lần thứ 15,numeric__Theo Giấy chứng nhận đăng ký kinh doanh thay đổi lần thứ 15_1,numeric__Vốn đã góp tại ngày 31/12/2015,numeric__Vốn đã góp tại ngày 31/12/2014
Chữ sở hữu/Cổ đông,Chữ sở hữu/Cổ đông,Chữ sở hữu/Cổ đông,VND,%,VND,VND,,,,
Tập đoàn Dầu khí Việt Nam,Chữ sở hữu/Cổ đông > Tập đoàn Dầu khí Việt Nam,Tập đoàn Dầu khí Việt Nam,18.328.359.000.000,"96,72%",18.328.359.000.000,18.328.359.000.000,18328359000000.0,0.9672,18328359000000.0,18328359000000.0
Các cổ đông khác,Chữ sở hữu/Cổ đông > Các cổ đông khác,Các cổ đông khác,621.641.000.000,"3,28%",621.641.000.000,621.641.000.000,621641000000.0,0.032799999999999996,621641000000.0,621641000000.0
,,,18.950.000.000.000,100%,18.950.000.000.000,18.950.000.000.000,18950000000000.0,1.0,18950000000000.0,18950000000000.0
