row_label_raw,row_label_full,Ông Lê Như Linh,Chủ tịch,numeric__Chủ tịch
Ông Dương Mạnh Sơn,Ông Dương Mạnh Sơn,Ông Dương Mạnh Sơn,Thành viên (bổ nhiệm ngày 09 tháng 5 năm 2015),
Ông Đỗ Khang Ninh,Ông Đỗ Khang Ninh,Ông Đỗ Khang Ninh,Thành viên (miễn nhiệm từ ngày 23 tháng 4 năm 2015),
Ông Nguyễn Xuân Hòa,Ông Nguyễn Xuân Hòa,Ông Nguyễn Xuân Hòa,Thành viên (miễn nhiệm từ ngày 01 tháng 12 năm 2015),
Ông Phan Quốc Nghĩa,Ông Phan Quốc Nghĩa,Ông Phan Quốc Nghĩa,Thành viên,
Ông Nguyễn Trung Dân,Ông Nguyễn Trung Dân,Ông Nguyễn Trung Dân,Thành viên (miễn nhiệm từ ngày 20 tháng 10 năm 2015),
Ông Nguyễn Mạnh Tường,Ông Nguyễn Mạnh Tường,Ông Nguyễn Mạnh Tường,Thành viên (bổ nhiệm ngày 01 tháng 12 năm 2015),
Bà Võ Thị Thanh Ngọc,Bà Võ Thị Thanh Ngọc,Bà Võ Thị Thanh Ngọc,Thành viên (bổ nhiệm ngày 20 tháng 10 năm 2015),
