row_label_raw,row_label_full,Thuế giá trị gia tăng,31/12/2015VND > 4.417.560.000,31/12/2014VND > 8.049.724.957,numeric__31/12/2015VND > 4.417.560.000,numeric__31/12/2014VND > 8.049.724.957
Thuế nhập khẩu,Thuế nhập khẩu,Thuế nhập khẩu,59.518.754.453,28.711.297.129,59518754453.0,28711297129.0
Các loại thuế khác,Các loại thuế khác,Các loại thuế khác,5.000.000,3.112.200,5000000.0,3112200.0
,,,63.941.314.453,36.764.134.286,63941314453.0,36764134286.0
