row_label_raw,row_label_full,Kho chứa LNG quy mô 1 triệu tấn/năm tại Thị Vải > Đường ống dẫn khí Nam Côn Sơn 2,31/12/2015VND > 5.438.838.938.480 > 3.435.414.728.298,31/12/2014VND > 5.175.713.543.600 > 5.445.186.581.595,numeric__31/12/2015VND > 5.438.838.938.480 > 3.435.414.728.298,numeric__31/12/2014VND > 5.175.713.543.600 > 5.445.186.581.595
Nhà máy Xử lý Khí Cà Mau,Nhà máy Xử lý Khí Cà Mau,Nhà máy Xử lý Khí Cà Mau,9.917.447.008.596,10.430.564.543.207,9917447008596.0,10430564543207.0
Kho cáng nhập khẩu LNG Sơn Mỹ,Kho cáng nhập khẩu LNG Sơn Mỹ,Kho cáng nhập khẩu LNG Sơn Mỹ,33.182.844.683.588,31.594.192.545.801,33182844683588.0,31594192545801.0
Dự án thu gom và phân phối khí mô Hàm Rồng và Thái Bình lô 102 và 106,Dự án thu gom và phân phối khí mô Hàm Rồng và Thái Bình lô 102 và 106,Dự án thu gom và phân phối khí mô Hàm Rồng và Thái Bình lô 102 và 106,-,338.060.131.198,,338060131198.0
Công trình Mở rộng hệ thống thu gom khí mô Rồng giai đoạn 1,Công trình Mở rộng hệ thống thu gom khí mô Rồng giai đoạn 1,Công trình Mở rộng hệ thống thu gom khí mô Rồng giai đoạn 1,-,420.023.419.160,,420023419160.0
,,,51.974.545.358.962,53.403.740.764.560,51974545358962.0,53403740764560.0
