row_label_raw,row_label_full,NGUỒN VỐN,Mã số,Thuyết minh,31/12/2015,31/12/2014(Trình bày lại),numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2015,numeric__31/12/2014(Trình bày lại)
C. NỘ PHẢI TRẢ,C. NỘ PHẢI TRẢ,C. NỘ PHẢI TRẢ,300,,10.956.340.564.041,13.127.837.102.758,300.0,,10956340564041.0,13127837102758.0
I. Nợ ngắn hạn,I. Nợ ngắn hạn,I. Nợ ngắn hạn,310,,6.728.792.289.221,8.111.134.894.779,310.0,,6728792289221.0,8111134894779.0
1. Phải trả người bán ngắn hạn,1. Phải trả người bán ngắn hạn,1. Phải trả người bán ngắn hạn,311,16,1.289.277.752.019,887.539.403.259,311.0,16.0,1289277752019.0,887539403259.0
2. Người mua trả tiền trước ngắn hạn,2. Người mua trả tiền trước ngắn hạn,2. Người mua trả tiền trước ngắn hạn,312,,23.055.160.191,17.129.805.604,312.0,,23055160191.0,17129805604.0
3. Thuế và các khoản phải nộp Nhà nước,3. Thuế và các khoản phải nộp Nhà nước,3. Thuế và các khoản phải nộp Nhà nước,313,17,349.476.090.741,1.510.516.472.781,313.0,17.0,349476090741.0,1510516472781.0
4. Phải trả người lao động,4. Phải trả người lao động,4. Phải trả người lao động,314,,105.925.394.118,97.731.691.538,314.0,,105925394118.0,97731691538.0
5. Chi phí phải trả ngắn hạn,5. Chi phí phải trả ngắn hạn,5. Chi phí phải trả ngắn hạn,315,18,3.745.729.891.694,1.144.325.270.240,315.0,18.0,3745729891694.0,1144325270240.0
6. Doanh thu chưa thực hiện ngắn hạn,6. Doanh thu chưa thực hiện ngắn hạn,6. Doanh thu chưa thực hiện ngắn hạn,318,,-,35.424.063.091,318.0,,,35424063091.0
7. Phải trả ngắn hạn khác,7. Phải trả ngắn hạn khác,7. Phải trả ngắn hạn khác,319,19,560.808.629.817,2.683.433.688.649,319.0,19.0,560808629817.0,2683433688649.0
8. Vay ngắn hạn,8. Vay ngắn hạn,8. Vay ngắn hạn,320,21,478.048.400.334,1.412.515.146.638,320.0,21.0,478048400334.0,1412515146638.0
9. Dự phòng phải trả ngắn hạn,9. Dự phòng phải trả ngắn hạn,9. Dự phòng phải trả ngắn hạn,321,,-,51.976.730.257,321.0,,,51976730257.0
"10. Quỹ khen thưởng, phúc lợi","10. Quỹ khen thưởng, phúc lợi","10. Quỹ khen thưởng, phúc lợi",322,,176.470.970.307,270.542.622.722,322.0,,176470970307.0,270542622722.0
II. Nợ dài hạn,II. Nợ dài hạn,II. Nợ dài hạn,330,,4.227.548.274.820,5.016.702.207.979,330.0,,4227548274820.0,5016702207979.0
1. Phải trả dài hạn khác,1. Phải trả dài hạn khác,1. Phải trả dài hạn khác,337,,11.977.161.652,4.196.036.120,337.0,,11977161652.0,4196036120.0
2. Vay dài hạn,2. Vay dài hạn,2. Vay dài hạn,338,21,4.215.571.113.168,4.738.647.104.407,338.0,21.0,4215571113168.0,4738647104407.0
3. Dự phòng phải trả dài hạn,3. Dự phòng phải trả dài hạn,3. Dự phòng phải trả dài hạn,342,,-,273.859.067.452,342.0,,,273859067452.0
D. VỐN CHỦ SỞ HỮU,D. VỐN CHỦ SỞ HỮU,D. VỐN CHỦ SỞ HỮU,400,,41.132.563.974.724,35.848.216.717.522,400.0,,41132563974724.0,35848216717522.0
I. Vốn chủ sở hữu,I. Vốn chủ sở hữu,I. Vốn chủ sở hữu,410,22,41.132.563.974.724,35.848.216.717.522,410.0,22.0,41132563974724.0,35848216717522.0
1. Vốn góp của chủ sở hữu,1. Vốn góp của chủ sở hữu,1. Vốn góp của chủ sở hữu,411,,18.950.000.000.000,18.950.000.000.000,411.0,,18950000000000.0,18950000000000.0
- Cổ phiếu phổ thông có quyền biểu quyết,- Cổ phiếu phổ thông có quyền biểu quyết,- Cổ phiếu phổ thông có quyền biểu quyết,411a,,18.950.000.000.000,18.950.000.000.000,,,18950000000000.0,18950000000000.0
2. Thắng dư vốn cổ phần,2. Thắng dư vốn cổ phần,2. Thắng dư vốn cổ phần,412,,421.727.266,1.216.727.266,412.0,,421727266.0,1216727266.0
3. Cổ phiếu quỹ,3. Cổ phiếu quỹ,3. Cổ phiếu quỹ,415,,(40.111.223.937),-,415.0,,-40111223937.0,
4. Quỹ đầu tư phát triển,4. Quỹ đầu tư phát triển,4. Quỹ đầu tư phát triển,418,,11.266.595.401.157,11.266.595.401.157,418.0,,11266595401157.0,11266595401157.0
5. Quỹ khác thuộc vốn chủ sở hữu,5. Quỹ khác thuộc vốn chủ sở hữu,5. Quỹ khác thuộc vốn chủ sở hữu,420,,128.657.747.553,128.657.747.553,420.0,,128657747553.0,128657747553.0
6. Lợi nhuận sau thuế chưa phân phối,6. Lợi nhuận sau thuế chưa phân phối,6. Lợi nhuận sau thuế chưa phân phối,421,,10.827.000.322.685,5.501.746.841.546,421.0,,10827000322685.0,5501746841546.0
- Lợi nhuận sau thuế chưa phân phối lũy kế đến cuối năm trước,- Lợi nhuận sau thuế chưa phân phối lũy kế đến cuối năm trước,- Lợi nhuận sau thuế chưa phân phối lũy kế đến cuối năm trước,421a,,4.175.668.192.546,378.107.227.219,,,4175668192546.0,378107227219.0
- Lợi nhuận sau thuế chưa phân phối năm nay,- Lợi nhuận sau thuế chưa phân phối năm nay,- Lợi nhuận sau thuế chưa phân phối năm nay,421b,,6.651.332.130.139,5.123.639.614.327,,,6651332130139.0,5123639614327.0
