row_label_raw,row_label_full,col_0,31/12/2015VND,31/12/2014VND,numeric__31/12/2015VND,numeric__31/12/2014VND
Chi phí xây dựng cơ bản dở dang dài hạn,Chi phí xây dựng cơ bản dở dang dài hạn,Chi phí xây dựng cơ bản dở dang dài hạn,Chi phí xây dựng cơ bản dở dang dài hạn,Chi phí xây dựng cơ bản dở dang dài hạn,,
- Xây dựng cơ bản,Chi phí xây dựng cơ bản dở dang dài hạn > - Xây dựng cơ bản,- Xây dựng cơ bản,6.606.946.880.836,3.920.849.315.339,6606946880836.0,3920849315339.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Dự án đường ống dẫn khí Nam Côn Sơn 2,Trong đó: > Dự án đường ống dẫn khí Nam Côn Sơn 2,Dự án đường ống dẫn khí Nam Côn Sơn 2,4.822.290.820.328,2.638.979.832.413,4822290820328.0,2638979832413.0
Dự án thu gom và phân phối khí mô Hàm Rồng và Thái Bình,Trong đó: > Dự án thu gom và phân phối khí mô Hàm Rồng và Thái Bình,Dự án thu gom và phân phối khí mô Hàm Rồng và Thái Bình,-,327.078.082.575,,327078082575.0
Đường ống dẫn khí Lô B - Ô Môn,Trong đó: > Đường ống dẫn khí Lô B - Ô Môn,Đường ống dẫn khí Lô B - Ô Môn,460.875.458.487,442.610.163.723,460875458487.0,442610163723.0
Kho cáng nhập khẩu LNG Sơn Mỹ,Trong đó: > Kho cáng nhập khẩu LNG Sơn Mỹ,Kho cáng nhập khẩu LNG Sơn Mỹ,135.596.161.325,135.596.161.325,135596161325.0,135596161325.0
Nhà máy Xử lý Khí Cà Mau,Trong đó: > Nhà máy Xử lý Khí Cà Mau,Nhà máy Xử lý Khí Cà Mau,946.418.998.495,96.903.108.257,946418998495.0,96903108257.0
Kho chứa LNG quy mô 1 triệu tấn/năm tại Thị Vải,Trong đó: > Kho chứa LNG quy mô 1 triệu tấn/năm tại Thị Vải,Kho chứa LNG quy mô 1 triệu tấn/năm tại Thị Vải,74.432.838.473,74.432.838.473,74432838473.0,74432838473.0
Dự án nâng công suất kho chứa LPG Đình Vũ tại Hải Phòng,Trong đó: > Dự án nâng công suất kho chứa LPG Đình Vũ tại Hải Phòng,Dự án nâng công suất kho chứa LPG Đình Vũ tại Hải Phòng,-,29.100.059.678,,29100059678.0
Các công trình khác,Trong đó: > Các công trình khác,Các công trình khác,167.332.603.728,176.149.068.895,167332603728.0,176149068895.0
,,,6.606.946.880.836,3.920.849.315.339,6606946880836.0,3920849315339.0
