row_label_raw,row_label_full,Lưu chuyển tiền thuần trong năm\( (50 = 20 + 30 + 40) \) > Tiền và các khoản tương đương tiền đầu năm,Mã số > 50 > 60,Thuyết minh,2020 VND > (548.374.364.468) > 2.665.194.638.452,2019 VND > 1.146.075.017.869 > 1.522.610.167.671,numeric__Mã số > 50 > 60,numeric__Thuyết minh,numeric__2020 VND > (548.374.364.468) > 2.665.194.638.452,numeric__2019 VND > 1.146.075.017.869 > 1.522.610.167.671
Ảnh hưởng của thay đổi tỷ giá đối với tiền và các khoản tương đương tiền,Ảnh hưởng của thay đổi tỷ giá đối với tiền và các khoản tương đương tiền,Ảnh hưởng của thay đổi tỷ giá đối với tiền và các khoản tương đương tiền,61,,(1.530.516.223),(1.895.678.528),61.0,,-1530516223.0,-1895678528.0
Chênh lệch do quy đổi tiền tệ,Chênh lệch do quy đổi tiền tệ,Chênh lệch do quy đổi tiền tệ,62,,(4.046.942.180),(1.594.868.560),62.0,,-4046942180.0,-1594868560.0
Tiền và các khoản tương đương tiền cuối năm \( (70 = 50 + 60 + 61 + 62) \),Tiền và các khoản tương đương tiền cuối năm \( (70 = 50 + 60 + 61 + 62) \),Tiền và các khoản tương đương tiền cuối năm \( (70 = 50 + 60 + 61 + 62) \),70,V.1,2.111.242.815.581,2.665.194.638.452,70.0,,2111242815581.0,2665194638452.0
