row_label_raw,row_label_full,col_0,Trong nước (Khách hàng tại Việt Nam) > 2020 VND,Trong nước (Khách hàng tại Việt Nam) > 2019 VND,Nước ngoài (Khách hàng ở các nước khác Việt Nam) > 2020 VND,Nước ngoài (Khách hàng ở các nước khác Việt Nam) > 2019 VND,Tổng > 2020 VND,Tổng > 2019 VND,numeric__Trong nước (Khách hàng tại Việt Nam) > 2020 VND,numeric__Trong nước (Khách hàng tại Việt Nam) > 2019 VND,numeric__Nước ngoài (Khách hàng ở các nước khác Việt Nam) > 2020 VND,numeric__Nước ngoài (Khách hàng ở các nước khác Việt Nam) > 2019 VND,numeric__Tổng > 2020 VND,numeric__Tổng > 2019 VND
Doanh thu thuần,Doanh thu thuần,Doanh thu thuần,50.841.840.213.844,47.554.538.149.171,8.794.446.011.703,8.763.584.613.573,59.636.286.225.547,56.318.122.762.744,50841840213844.0,47554538149171.0,8794446011703.0,8763584613573.0,59636286225547.0,56318122762744.0
Giá vốn hàng bán,Giá vốn hàng bán,Giá vốn hàng bán,(27.342.508.032.054),(25.120.703.133.945),(4.625.154.805.785),(4.625.202.978.172),(31.967.662.837.839),(29.745.906.112.117),-27342508032054.0,-25120703133945.0,-4625154805785.0,-4625202978172.0,-31967662837839.0,-29745906112117.0
Lợi nhuận gộp theo bộ phận,Lợi nhuận gộp theo bộ phận,Lợi nhuận gộp theo bộ phận,23.499.332.181.790,22.433.835.015.226,4.169.291.205.918,4.138.381.635.401,27.668.623.387.708,26.572.216.650.627,23499332181790.0,22433835015226.0,4169291205918.0,4138381635401.0,27668623387708.0,26572216650627.0
