row_label_raw,row_label_full,Thuế giá trị gia tăng,1/1/2020 VND > 142.973.049.479,Phải nộp VND > 2.550.899.797.250,Đã nộp VND > (2.549.896.810.225),Chênh lệch quy đổi tiền tệ VND > 5.673.307,31/12/2020 VND > 143.981.709.811,numeric__1/1/2020 VND > 142.973.049.479,numeric__Phải nộp VND > 2.550.899.797.250,numeric__Đã nộp VND > (2.549.896.810.225),numeric__Chênh lệch quy đổi tiền tệ VND > 5.673.307,numeric__31/12/2020 VND > 143.981.709.811
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,448.267.946.159,2.310.674.009.890,(2.286.330.907.427),4.339.360,472.615.387.982,448267946159.0,2310674009890.0,-2286330907427.0,4339360.0,472615387982.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,15.098.503.826,295.384.945.777,(274.326.738.309),(1.717.782),36.154.993.512,15098503826.0,295384945777.0,-274326738309.0,-1717782.0,36154993512.0
Thuế nhập khẩu,Thuế nhập khẩu,Thuế nhập khẩu,9.010.997.736,123.379.970.238,(127.097.179.963),(17.618.595),5.276.169.416,9010997736.0,123379970238.0,-127097179963.0,-17618595.0,5276169416.0
Thuế khác,Thuế khác,Thuế khác,4.043.168.650,33.253.156.729,(35.774.101.881),(261.623),1.521.961.875,4043168650.0,33253156729.0,-35774101881.0,-261623.0,1521961875.0
,,,619.393.665.850,5.313.591.879.884,(5.273.425.737.805),(9.585.333),659.550.222.596,619393665850.0,5313591879884.0,-5273425737805.0,-9585333.0,659550222596.0
