row_label_raw,row_label_full,col_0,Số đầu năm,Chuyển từ công ty con,Góp vốn/Mua trong năm,"Phần lợi nhuận/(lỗ) từ công ty liên doanh, liên kết",Phần phối Quỹ và điều chỉnh khác,Cổ tức được chia trong năm,Chênh lệch tỷ giá hối đoái do chuyển đổi báo cáo bằng ngoại tệ,Số cuối năm,numeric__Số đầu năm,numeric__Chuyển từ công ty con,numeric__Góp vốn/Mua trong năm,"numeric__Phần lợi nhuận/(lỗ) từ công ty liên doanh, liên kết",numeric__Phần phối Quỹ và điều chỉnh khác,numeric__Cổ tức được chia trong năm,numeric__Chênh lệch tỷ giá hối đoái do chuyển đổi báo cáo bằng ngoại tệ,numeric__Số cuối năm
,,,VND,VND,VND,VND,VND,VND,VND,VND,,,,,,,,
Công ty Cổ phần,Công ty Cổ phần,Công ty Cổ phần,909.380.000,-,-,-,-,-,-,909.380.000,909380000.0,,,,,,,909380000.0
Vinafacade,Vinafacade,Vinafacade,,,,,,,,,,,,,,,,
Công ty Cổ phần Magno,Vinafacade > Công ty Cổ phần Magno,Công ty Cổ phần Magno,226.185.000,-,-,-,-,-,-,226.185.000,226185000.0,,,,,,,226185000.0
GMHB,GMHB,GMHB,,,,,,,,,,,,,,,,
Công ty Cổ phần Gạch chịu,GMHB > Công ty Cổ phần Gạch chịu,Công ty Cổ phần Gạch chịu,1.372.542.947,-,-,(1.372.542.947),-,-,-,-,1372542947.0,,,-1372542947.0,,,,
lừa Cầu Dương,lừa Cầu Dương,lừa Cầu Dương,,,,,,,,,,,,,,,,
,,,2.518.917.170.882,101.704.904.472,314.382.733.333,46.263.787.514,(9.263.495.302),(117.716.266.000),1.502.521.383,2.855.791.356.282,2518917170882.0,101704904472.0,314382733333.0,46263787514.0,-9263495302.0,-117716266000.0,1502521383.0,2855791356282.0
