row_label_raw,row_label_full,col_0,TÀI SẢN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__TÀI SẢN,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
A.,A.,A.,TÀI SẢN NGẮN HẠN,100,,22.828.907.651.783,20.299.049.443.139,,100.0,,22828907651783.0,20299049443139.0
I.,I.,I.,Tiền và các khoản tương đương tiền,110,4,4.074.201.905.889,3.312.661.845.659,,110.0,4.0,4074201905889.0,3312661845659.0
1.,1.,1.,Tiền,111,,2.033.549.142.307,2.303.490.142.826,,111.0,,2033549142307.0,2303490142826.0
2.,2.,2.,Các khoản tương đương tiền,112,,2.040.652.763.582,1.009.171.702.833,,112.0,,2040652763582.0,1009171702833.0
II.,II.,II.,Đầu tư tài chính ngắn hạn,120,,5.042.691.984.219,4.123.368.893.945,,120.0,,5042691984219.0,4123368893945.0
1.,1.,1.,Chứng khoán kinh doanh,121,5,4.547.632.976.936,3.385.232.291.770,,121.0,5.0,4547632976936.0,3385232291770.0
2.,2.,2.,Dự phòng giảm giá chứng khoán kinh doanh,122,5,(23.975.524.800),(31.239.176.854),,122.0,5.0,-23975524800.0,-31239176854.0
3.,3.,3.,Đầu tư nằm giữ đến ngày đáo hạn,123,5,519.034.532.083,769.375.779.029,,123.0,5.0,519034532083.0,769375779029.0
III.,III.,III.,Các khoản phải thu ngắn hạn,130,,4.037.190.024.768,3.464.393.904.174,,130.0,,4037190024768.0,3464393904174.0
1.,1.,1.,Phải thu ngắn hạn của khách hàng,131,6,2.335.783.771.095,2.705.919.886.143,,131.0,6.0,2335783771095.0,2705919886143.0
2.,2.,2.,Trả trước cho người bán ngắn hạn,132,7,1.211.916.380.704,562.251.214.294,,132.0,7.0,1211916380704.0,562251214294.0
3.,3.,3.,Phải thu về cho vay ngắn hạn,135,12,115.075.000.000,4.500.000.000,,135.0,12.0,115075000000.0,4500000000.0
4.,4.,4.,Phải thu ngắn hạn khác,136,8,865.367.477.127,725.498.326.330,,136.0,8.0,865367477127.0,725498326330.0
5.,5.,5.,Dự phòng phải thu ngắn hạn khó đòi,137,9,(490.952.604.158),(533.775.522.593),,137.0,9.0,-490952604158.0,-533775522593.0
IV.,IV.,IV.,Hàng tồn kho,140,10,8.684.599.751.876,8.323.628.312.640,,140.0,10.0,8684599751876.0,8323628312640.0
1.,1.,1.,Hàng tồn kho,141,,8.879.344.974.669,8.588.299.316.606,,141.0,,8879344974669.0,8588299316606.0
2.,2.,2.,Dự phòng giảm giá hàng tồn kho,149,,(194.745.222.793),(264.671.003.966),,149.0,,-194745222793.0,-264671003966.0
V.,V.,V.,Tài sản ngắn hạn khác,150,,990.223.985.031,1.074.996.486.721,,150.0,,990223985031.0,1074996486721.0
1.,1.,1.,Chi phí trả trước ngắn hạn,151,11,69.011.887.537,73.782.935.104,,151.0,11.0,69011887537.0,73782935104.0
2.,2.,2.,Thuế giá trị gia tăng được khấu trừ,152,,873.267.399.664,905.106.094.185,,152.0,,873267399664.0,905106094185.0
3.,3.,3.,Thuế và các khoản khác phải thu Nhà nước,153,22,47.944.697.830,96.107.457.432,,153.0,22.0,47944697830.0,96107457432.0
