row_label_raw,row_label_full,col_0,Số cuối năm > Giá trị,Số cuối năm > VND Số có khả năng trả nợ,Số đầu năm > Giá trị,Số đầu năm > VND Số có khả năng trả nợ,numeric__Số cuối năm > Giá trị,numeric__Số cuối năm > VND Số có khả năng trả nợ,numeric__Số đầu năm > Giá trị,numeric__Số đầu năm > VND Số có khả năng trả nợ
Phải trả người bán sản xuất kinh doanh thiết bị điện,Phải trả người bán sản xuất kinh doanh thiết bị điện,Phải trả người bán sản xuất kinh doanh thiết bị điện,1.163.617.770.663,1.163.617.770.663,549.086.293.114,549.086.293.114,1163617770663.0,1163617770663.0,549086293114.0,549086293114.0
- Glencore International AG,- Glencore International AG,- Glencore International AG,388.138.011.011,388.138.011.011,121.270.211.116,121.270.211.116,388138011011.0,388138011011.0,121270211116.0,121270211116.0
- Samsung C&T Singapore PTE. LTD,- Samsung C&T Singapore PTE. LTD,- Samsung C&T Singapore PTE. LTD,151.925.110.002,151.925.110.002,-,-,151925110002.0,151925110002.0,,
- IXM S.A,- IXM S.A,- IXM S.A,112.950.210.196,112.950.210.196,-,-,112950210196.0,112950210196.0,,
"- Y and W Engineering and Trading Co., Ltd","- Y and W Engineering and Trading Co., Ltd","- Y and W Engineering and Trading Co., Ltd",26.585.320.251,26.585.320.251,85.953.590.450,85.953.590.450,26585320251.0,26585320251.0,85953590450.0,85953590450.0
- Phải trả các người bán khác,- Phải trả các người bán khác,- Phải trả các người bán khác,484.019.119.203,484.019.119.203,341.862.491.548,341.862.491.548,484019119203.0,484019119203.0,341862491548.0,341862491548.0
Phải trả người bán liên quan sản xuất và kinh doanh vật liệu xây dựng,Phải trả người bán liên quan sản xuất và kinh doanh vật liệu xây dựng,Phải trả người bán liên quan sản xuất và kinh doanh vật liệu xây dựng,987.663.155.507,987.663.155.507,922.331.689.145,922.331.689.145,987663155507.0,987663155507.0,922331689145.0,922331689145.0
"Phải trả người bán liên quan bán, cho thuê bất động sản, hạ tầng khu công nghiệp","Phải trả người bán liên quan bán, cho thuê bất động sản, hạ tầng khu công nghiệp","Phải trả người bán liên quan bán, cho thuê bất động sản, hạ tầng khu công nghiệp",818.273.313.786,818.273.313.786,633.248.122.031,633.248.122.031,818273313786.0,818273313786.0,633248122031.0,633248122031.0
"Phải trả người bán sản xuất, kinh doanh năng lượng và nước sạch","Phải trả người bán sản xuất, kinh doanh năng lượng và nước sạch","Phải trả người bán sản xuất, kinh doanh năng lượng và nước sạch",49.855.091.016,49.855.091.016,39.478.825.544,39.478.825.544,49855091016.0,49855091016.0,39478825544.0,39478825544.0
Phải trả người bán khác,Phải trả người bán khác,Phải trả người bán khác,132.099.282.236,132.099.282.236,52.859.763.897,52.859.763.897,132099282236.0,132099282236.0,52859763897.0,52859763897.0
,,,3.151.508.613.208,3.151.508.613.208,2.197.004.693.731,2.197.004.693.731,3151508613208.0,3151508613208.0,2197004693731.0,2197004693731.0
Trong đó: Phải trả người bán ngắn hạn là các bên liên quan (Chi tiết tại Thuyết minh số 43),Trong đó: Phải trả người bán ngắn hạn là các bên liên quan (Chi tiết tại Thuyết minh số 43),Trong đó: Phải trả người bán ngắn hạn là các bên liên quan (Chi tiết tại Thuyết minh số 43),66.905.188.887,66.905.188.887,76.105.891.865,76.105.891.865,66905188887.0,66905188887.0,76105891865.0,76105891865.0
